yearel,myoutcomenext,difshare
1960,0,-.043605
1946,0,.0064133
1946,0,-.0064133
1948,1,.1522784
1948,0,-.1522784
1950,0,.0874954
1950,0,-.0874954
1952,1,.2847023
1952,0,-.2847023
1954,1,.3251689
1954,0,-.3251689
1956,1,.3254282
1956,0,-.3254282
1958,1,.5150794
1958,0,-.5150794
1960,1,.4155258
1960,0,-.4155258
1962,1,.4137999
1962,0,-.4137999
1964,1,.5376503
1964,0,-.5376503
1966,0,.2787152
1966,0,-.2787152
1968,1,.2829764
1968,0,-.2829764
1970,1,.8105361
1970,0,-.8105361
1972,1,.2791101
1972,0,-.2791101
1974,1,.3665711
1974,0,-.3665711
1976,1,.3111185
1976,0,-.3111185
1978,1,.3530452
1978,0,-.3530452
1978,0,-.6524291
1978,0,-.6589032
1980,1,.4048438
1980,0,-.4048438
1982,1,.322418
1982,0,-.322418
1984,1,.3653125
1984,0,-.3653125
1986,1,.3229005
1986,0,-.3229005
1988,1,.4456569
1988,0,-.4456569
1988,0,-.7014868
1990,1,.2179924
1990,0,-.2179924
1992,1,.3611493
1992,0,-.3611493
1994,1,.3055719
1994,0,-.3055719
1994,0,-.5973611
1996,1,.4252637
1996,0,-.4252637
1996,0,-.6795628
1946,0,.0213884
1946,0,-.0213884
1948,1,.1346469
1948,0,-.1346469
1948,0,-.5661263
1950,1,.0599846
1950,0,-.0599846
1952,1,.1377375
1952,0,-.1377375
1954,1,.0939985
1954,0,-.0939985
1956,1,.0367357
1956,0,-.0367357
1958,1,.0382644
1958,0,-.0382644
1960,1,.1339871
1960,0,-.1339871
1962,1,.1266697
1962,0,-.1266697
1964,1,.06271
1964,0,-.06271
1966,0,.3244637
1966,0,-.3244637
1968,1,.0644127
1968,0,-.0644127
1970,1,.1653734
1970,0,-.1653734
1970,0,-.5622612
1972,1,.2701348
1972,0,-.2701348
1974,0,.219506
1974,0,-.219506
1976,1,.0217832
1976,0,-.0217832
1978,1,.128373
1978,0,-.128373
1980,1,.2889921
1980,0,-.2889921
1982,1,.1309574
1982,0,-.1309574
1984,0,.0424882
1984,1,-.0424882
1984,0,-.5112875
1986,1,.038407
1986,0,-.038407
1988,0,.3372535
1988,0,-.3372535
1988,0,-.652544
1990,0,.0002545
1990,0,-.0002545
1992,1,.0283733
1992,0,-.0283733
1992,0,-.48481
1994,1,.3665079
1994,0,-.3665079
1994,0,-.6511744
1996,1,.2424112
1996,0,-.2424112
1996,0,-.6030526
1996,0,-.6071859
1946,0,.0557112
1946,0,-.0557112
1948,1,.1420063
1948,0,-.1420063
1950,0,.0221403
1950,1,-.0221403
1952,1,.2955542
1952,0,-.2955542
1954,0,.4208975
1954,0,-.4208975
1956,1,.3929023
1956,0,-.3929023
1958,1,.5834244
1958,0,-.5834244
1960,1,.4662495
1960,0,-.4662495
1962,1,.4100904
1962,0,-.4100904
1964,1,.4332934
1964,0,-.4332934
1966,1,.4225897
1966,0,-.4225897
1968,1,.4682998
1968,0,-.4682998
1970,1,.4952289
1970,0,-.4952289
1972,1,.3894108
1972,0,-.3894108
1972,0,-.6908165
1974,0,.4995484
1974,0,-.4995484
1974,0,-.7283409
1976,1,.2738087
1976,0,-.2738087
1978,1,.6378347
1978,0,-.6378347
1980,1,.552332
1980,0,-.552332
1982,1,.557418
1982,0,-.557418
1986,1,.379305
1986,0,-.379305
1988,1,.2653411
1988,0,-.2653411
1988,0,-.6193203
1990,1,.1359501
1990,0,-.1359501
1992,1,.3089901
1992,0,-.3089901
1992,0,-.6112996
1994,1,.1795822
1994,0,-.1795822
1994,0,-.5503531
1996,1,.2023501
1996,0,-.2023501
1996,0,-.5728513
1996,0,-.5843613
1946,0,.1024516
1946,0,-.1024516
1948,1,.2845502
1948,0,-.2845502
1948,0,-.6389859
1948,0,-.6410529
1950,0,.2310954
1950,0,-.2310954
1952,0,.0664643
1952,0,-.0664643
1954,1,.0321228
1954,0,-.0321228
1956,1,.0354304
1956,0,-.0354304
1958,0,.2803771
1958,0,-.2803771
1960,1,.0797911
1960,0,-.0797911
1962,1,.0782856
1962,0,-.0782856
1964,1,.2775289
1964,0,-.2775289
1966,1,.2170427
1966,0,-.2170427
1968,1,.1571678
1968,0,-.1571678
1970,1,.2020817
1970,0,-.2020817
1972,1,.1481373
1972,0,-.1481373
1974,0,.3571299
1974,0,-.3571299
1976,1,.1173155
1976,0,-.1173155
1978,1,.455988
1978,0,-.455988
1980,1,.3563817
1980,0,-.3563817
1982,1,.0956107
1982,0,-.0956107
1984,1,.338535
1984,0,-.338535
1988,1,.4359585
1988,0,-.4359585
1990,1,.2369683
1990,0,-.2369683
1992,1,.4076404
1992,0,-.4076404
1994,1,.3550999
1994,0,-.3550999
1996,1,.2986681
1996,0,-.2986681
1996,0,-.614617
1946,0,.0732373
1946,0,-.0732373
1948,1,.1172996
1948,0,-.1172996
1950,1,.0890788
1950,0,-.0890788
1952,1,.1206722
1952,0,-.1206722
1954,1,.1783071
1954,0,-.1783071
1956,1,.1444416
1956,0,-.1444416
1958,1,.4005093
1958,0,-.4005093
1960,1,.2203451
1960,0,-.2203451
1962,1,.177509
1962,0,-.177509
1964,1,.3584774
1964,0,-.3584774
1966,1,.2231933
1966,0,-.2231933
1968,1,.3070903
1968,0,-.3070903
1970,1,.2357452
1970,0,-.2357452
1970,0,-.6040213
1972,1,.2713616
1972,0,-.2713616
1972,0,-.6117832
1974,1,.3923733
1974,0,-.3923733
1974,0,-.680661
1976,1,.3991517
1976,0,-.3991517
1976,0,-.641468
1978,1,.4536892
1978,0,-.4536892
1978,0,-.7054087
1980,0,.4021584
1980,0,-.4021584
1982,1,.1770901
1982,0,-.1770901
1982,0,-.565905
1982,0,-.5718331
1984,1,.3426431
1984,0,-.3426431
1984,0,-.6380116
1986,1,.4326876
1986,0,-.4326876
1986,0,-.6931558
1988,1,.4181834
1988,0,-.4181834
1988,0,-.6912732
1990,1,.2417629
1990,0,-.2417629
1992,0,.2250266
1992,0,-.2250266
1992,0,-.5675683
1992,0,-.5733573
1994,1,.1310961
1994,0,-.1310961
1996,1,.3851924
1996,0,-.3851924
1996,0,-.6548224
1996,0,-.6561076
1946,0,.1727782
1946,0,-.1727782
1948,0,.0278154
1948,0,-.0278154
1950,0,.0145538
1950,0,-.0145538
1952,0,.0479946
1952,0,-.0479946
1954,1,.0726309
1954,0,-.0726309
1956,1,.0390082
1956,0,-.0390082
1958,1,.2980663
1958,0,-.2980663
1960,1,.0915442
1960,0,-.0915442
1962,1,.1067122
1962,0,-.1067122
1964,1,.2936192
1964,0,-.2936192
1966,1,.159336
1966,0,-.159336
1968,1,.0910574
1968,0,-.0910574
1970,0,.0770449
1970,0,-.0770449
1970,0,-.531118
1972,1,.0914275
1972,0,-.0914275
1974,0,.5783187
1974,0,-.5783187
1976,0,.1800727
1976,0,-.1800727
1976,0,-.5759771
1978,1,.1188229
1978,0,-.1188229
1980,1,.4127829
1980,0,-.4127829
1982,1,.1069778
1982,0,-.1069778
1984,1,.2965871
1984,0,-.2965871
1986,1,.1343628
1986,0,-.1343628
1988,1,.1866941
1988,0,-.1866941
1990,0,.0385599
1990,0,-.0385599
1992,1,.1089288
1992,0,-.1089288
1994,1,.3229156
1994,0,-.3229156
1996,1,.3936219
1996,0,-.3936219
1996,0,-.6650668
1946,0,.3088745
1946,1,-.3088745
1948,1,.0791827
1948,0,-.0791827
1950,0,.1737445
1950,0,-.1737445
1952,1,.2338187
1952,0,-.2338187
1954,0,.072556
1954,0,-.072556
1956,1,.0058592
1956,0,-.0058592
1958,0,.0745076
1958,0,-.0745076
1960,1,.0974868
1960,0,-.0974868
1962,1,.1536946
1962,0,-.1536946
1964,1,.0341931
1964,0,-.0341931
1966,1,.245996
1966,0,-.245996
1968,1,.2752028
1968,0,-.2752028
1972,1,.274323
1972,0,-.274323
1974,1,.0467987
1974,0,-.0467987
1976,1,.2404039
1976,0,-.2404039
1978,1,.2235881
1978,0,-.2235881
1980,1,.3556383
1980,0,-.3556383
1982,1,.0101801
1982,0,-.0101801
1984,1,.3921244
1984,0,-.3921244
1986,0,.3396989
1986,0,-.3396989
1988,1,.0692994
1988,0,-.0692994
1988,0,-.5238906
1990,1,.0429354
1990,0,-.0429354
1992,1,.2327918
1992,0,-.2327918
1994,0,.1755446
1994,0,-.1755446
1994,0,-.5429674
1996,1,.3322319
1996,0,-.3322319
1996,0,-.6226056
1996,0,-.6400288
1946,0,.0222919
1946,0,-.0222919
1948,1,.1447309
1948,0,-.1447309
1948,0,-.5721797
1950,1,.0929682
1950,0,-.0929682
1952,1,.0569826
1952,0,-.0569826
1954,1,.1449382
1954,0,-.1449382
1956,1,.0854017
1956,0,-.0854017
1958,0,.2861107
1958,0,-.2861107
1960,1,.1598926
1960,0,-.1598926
1962,1,.1801639
1962,0,-.1801639
1964,1,.303881
1964,0,-.303881
1966,1,.1625382
1966,0,-.1625382
1968,1,.155064
1968,0,-.155064
1968,0,-.5699503
1970,1,.2926989
1970,0,-.2926989
1970,0,-.6376534
1972,1,.2427789
1972,0,-.2427789
1974,1,.3970991
1974,0,-.3970991
1976,1,.367191
1976,0,-.367191
1976,0,-.6524584
1978,0,.2092496
1978,0,-.2092496
1980,0,.142884
1980,0,-.142884
1982,1,.0618762
1982,0,-.0618762
1984,1,.3084424
1984,0,-.3084424
1986,1,.0505064
1986,0,-.0505064
1988,1,.1620537
1988,0,-.1620537
1990,1,.1455736
1990,0,-.1455736
1992,1,.2591232
1992,0,-.2591232
1994,0,.4352064
1994,0,-.4352064
1994,0,-.6665782
1996,1,.1318711
1996,0,-.1318711
1996,0,-.3993421
1996,0,-.4934576
1996,0,-.498775
1946,0,.0772169
1946,0,-.0772169
1948,1,.2332619
1948,0,-.2332619
1950,1,.2289753
1950,0,-.2289753
1952,1,.0949212
1952,0,-.0949212
1954,1,.1800371
1954,0,-.1800371
1958,1,.2952365
1958,0,-.2952365
1960,1,.1965991
1960,0,-.1965991
1962,0,.2245053
1962,0,-.2245053
1964,1,.2477366
1964,0,-.2477366
1964,0,-.6222038
1966,1,.1054837
1966,0,-.1054837
1968,1,.044716
1968,0,-.044716
1970,1,.2675497
1970,0,-.2675497
1970,0,-.6225731
1972,1,.3302933
1972,0,-.3302933
1974,0,.3278226
1974,0,-.3278226
1976,1,.1185688
1976,0,-.1185688
1978,1,.49388
1978,0,-.49388
1980,1,.1290604
1980,0,-.1290604
1982,1,.216253
1982,0,-.216253
1984,1,.057718
1984,0,-.057718
1986,1,.1495827
1986,0,-.1495827
1988,1,.3582573
1988,0,-.3582573
1990,1,.1505591
1990,0,-.1505591
1992,1,.0225113
1992,0,-.0225113
1992,0,-.4367153
1992,0,-.4493428
1994,0,.0543666
1994,1,-.0543666
1994,0,-.4598618
1996,1,.0235583
1996,0,-.0235583
1996,0,-.4653319
1996,0,-.4865724
1946,0,.212899
1946,0,-.212899
1948,1,.4325941
1948,0,-.4325941
1952,1,.2143802
1952,0,-.2143802
1954,1,.2788223
1954,0,-.2788223
1958,1,.4133648
1958,0,-.4133648
1962,1,.2128427
1962,0,-.2128427
1964,1,.3488218
1964,0,-.3488218
1966,0,.2208404
1966,0,-.2208404
1968,1,.0791975
1968,0,-.0791975
1970,1,.1195961
1970,0,-.1195961
1972,1,.2855053
1972,0,-.2855053
1974,1,.4556204
1974,0,-.4556204
1976,1,.4414419
1976,0,-.4414419
1978,0,.3059967
1978,0,-.3059967
1980,1,.1030328
1980,0,-.1030328
1946,0,.016317
1946,1,-.016317
1948,1,.3096817
1948,0,-.3096817
1948,0,-.6296936
1950,1,.2939279
1950,0,-.2939279
1950,0,-.6422272
1952,1,.0085308
1952,0,-.0085308
1954,1,.1060065
1954,0,-.1060065
1956,1,.0161534
1956,0,-.0161534
1958,1,.1388991
1958,0,-.1388991
1960,0,.0024168
1960,0,-.0024168
1946,0,.1640981
1946,0,-.1640981
1948,0,.1036627
1948,0,-.1036627
1948,0,-.5470968
1948,0,-.5486647
1950,1,.0185082
1950,0,-.0185082
1950,0,-.5078622
1946,1,.0951906
1946,0,-.0951906
1948,1,.4112672
1948,0,-.4112672
1948,0,-.7053047
1950,1,.3645696
1950,0,-.3645696
1950,0,-.6803383
1946,1,.3275734
1946,0,-.3275734
1948,1,.1448984
1948,0,-.1448984
1950,1,.0908914
1950,0,-.0908914
1952,0,.440952
1952,0,-.440952
1954,1,.1718168
1954,0,-.1718168
1956,1,.3390653
1956,0,-.3390653
1958,1,.0686529
1958,0,-.0686529
1960,0,.1151953
1960,0,-.1151953
1962,0,.070134
1962,1,-.070134
1962,0,-.4566056
1964,0,.0265496
1964,0,-.0265496
1966,1,.0233072
1966,0,-.0233072
1968,0,.1069904
1968,0,-.1069904
1968,0,-.5158384
1970,1,.2444942
1970,0,-.2444942
1970,0,-.2744322
1972,1,.2848566
1972,0,-.2848566
1974,0,.0663896
1974,0,-.0663896
1976,0,.4636991
1976,0,-.4636991
1978,1,.162643
1978,0,-.162643
1980,1,.5731486
1980,0,-.5731486
1982,1,.5017644
1982,0,-.5017644
1984,1,.4820662
1984,0,-.4820662
1986,1,.2892133
1986,0,-.2892133
1988,1,.33911
1988,0,-.33911
1988,0,-.6694932
1990,1,.2949796
1990,0,-.2949796
1992,1,.1941411
1992,0,-.1941411
1994,1,.2527292
1994,0,-.2527292
1996,1,.4011237
1996,0,-.4011237
1946,0,.1668761
1946,0,-.1668761
1948,0,.0285458
1948,1,-.0285458
1950,0,.2693704
1950,0,-.2693704
1952,0,.1223474
1952,0,-.1223474
1954,0,.0589505
1954,0,-.0589505
1956,1,.0844202
1956,0,-.0844202
1956,0,-.5174418
1958,1,.2949034
1958,0,-.2949034
1960,1,.332505
1960,0,-.332505
1962,1,.3889371
1962,0,-.3889371
1964,1,.0628453
1964,0,-.0628453
1966,1,.2849355
1966,0,-.2849355
1968,0,.103368
1968,0,-.103368
1970,1,.0383856
1970,0,-.0383856
1972,1,.2786107
1972,0,-.2786107
1974,0,.1030461
1974,0,-.1030461
1976,1,.0921869
1976,0,-.0921869
1978,0,.0462955
1978,1,-.0462955
1980,1,.0931488
1980,0,-.0931488
1980,0,-.5003747
1982,1,.1361869
1982,0,-.1361869
1984,1,.2990484
1984,0,-.2990484
1986,0,.1718067
1986,0,-.1718067
1988,1,.0134663
1988,0,-.0134663
1990,1,.1611318
1990,0,-.1611318
1990,0,-.5805581
1992,0,.0243593
1992,0,-.0243593
1994,1,.0096363
1994,0,-.0096363
1996,0,.1671107
1996,0,-.1671107
1996,0,-.5493912
1996,0,-.5605216
1946,1,.4944584
1946,0,-.4944584
1946,0,-.6708534
1948,1,.2960067
1948,0,-.2960067
1950,0,.3388723
1950,0,-.3388723
1952,1,.4370064
1952,0,-.4370064
1954,1,.3048694
1954,0,-.3048694
1956,0,.0019673
1956,1,-.0019673
1958,0,.1017669
1958,0,-.1017669
1960,1,.0251285
1960,0,-.0251285
1962,1,.3119634
1962,0,-.3119634
1964,1,.0563922
1964,0,-.0563922
1966,1,.4594901
1966,0,-.4594901
1968,1,.3566382
1968,0,-.3566382
1970,1,.1906381
1970,0,-.1906381
1972,0,.3918483
1972,0,-.3918483
1976,1,.4822473
1976,0,-.4822473
1976,0,-.7046678
1978,1,.6002554
1978,0,-.6002554
1980,1,.6789868
1980,0,-.6789868
1984,1,.6657699
1984,0,-.6657699
1986,1,.3966161
1986,0,-.3966161
1988,0,.580639
1988,0,-.580639
1990,1,.0226767
1990,0,-.0226767
1992,1,.4338814
1992,0,-.4338814
1994,1,.5738842
1994,0,-.5738842
1996,1,.5490763
1996,0,-.5490763
1946,1,.4259099
1946,0,-.4259099
1948,1,.2720551
1948,0,-.2720551
1950,1,.3166163
1950,0,-.3166163
1952,1,.4668861
1952,0,-.4668861
1954,1,.4076421
1954,0,-.4076421
1956,0,.3149122
1956,0,-.3149122
1958,0,.0451595
1958,0,-.0451595
1960,1,.0223887
1960,0,-.0223887
1962,0,.0927005
1962,0,-.0927005
1964,1,.0477136
1964,0,-.0477136
1964,0,-.5181877
1964,0,-.519649
1966,1,.3241262
1966,0,-.3241262
1968,1,.3526339
1968,0,-.3526339
1968,0,-.6505255
1970,1,.3138654
1970,0,-.3138654
1986,1,.5212616
1986,0,-.5212616
1986,0,-.7443192
1988,1,.4270523
1988,0,-.4270523
1988,0,-.6989052
1990,0,.3038256
1990,0,-.3038256
1962,0,.080536
1962,0,-.080536
1964,0,.0507917
1964,0,-.0507917
1966,1,.038939
1966,0,-.038939
1968,0,.0116548
1968,0,-.0116548
1968,0,-.4854159
1970,0,.005264
1970,0,-.005264
1972,1,.4559004
1972,0,-.4559004
1972,0,-.7250978
1974,1,.1141693
1974,0,-.1141693
1976,1,.2647811
1976,0,-.2647811
1976,0,-.6085876
1978,0,.3618367
1978,0,-.3618367
1978,0,-.6560032
1978,0,-.6642084
1980,1,.1423863
1980,0,-.1423863
1980,0,-.5644714
1980,0,-.5647306
1982,0,.4387464
1982,0,-.4387464
1982,0,-.7094461
1984,0,.5739888
1984,0,-.5739888
1992,1,.1807753
1992,0,-.1807753
1994,1,.0728411
1994,0,-.0728411
1994,0,-.4964845
1996,0,.1184327
1996,0,-.1184327
1996,0,-.5335919
1946,0,.229635
1946,0,-.229635
1948,1,.0708306
1948,0,-.0708306
1950,1,.2154785
1950,0,-.2154785
1952,1,.369179
1952,0,-.369179
1954,0,.1599294
1954,0,-.1599294
1956,1,.0480367
1956,0,-.0480367
1958,0,.0688668
1958,0,-.0688668
1960,1,.0969502
1960,0,-.0969502
1962,1,.1847959
1962,0,-.1847959
1964,1,.1509537
1964,0,-.1509537
1966,1,.3339954
1966,0,-.3339954
1968,0,.1598557
1968,1,-.1598557
1970,1,.1196099
1970,0,-.1196099
1972,0,.2105543
1972,0,-.2105543
1974,1,.105413
1974,0,-.105413
1976,0,.604021
1976,0,-.604021
1976,0,-.7893925
1978,1,.0010756
1978,0,-.0010756
1980,1,.3157753
1980,0,-.3157753
1986,1,.1836271
1986,0,-.1836271
1988,1,.4347388
1988,0,-.4347388
1990,1,.3510715
1990,0,-.3510715
1946,1,.4735264
1946,0,-.4735264
1948,0,.3182169
1948,0,-.3182169
1950,1,.2059717
1950,0,-.2059717
1952,1,.3792812
1952,0,-.3792812
1954,1,.2787834
1954,0,-.2787834
1956,1,.1172162
1956,0,-.1172162
1958,1,.1117964
1958,0,-.1117964
1960,1,.1949562
1960,0,-.1949562
1962,1,.2295351
1962,0,-.2295351
1964,1,.1192267
1964,0,-.1192267
1966,1,.2102132
1966,0,-.2102132
1968,0,.1869255
1968,0,-.1869255
1970,0,.045161
1970,0,-.045161
1972,1,.0974814
1972,0,-.0974814
1974,1,.3562984
1974,0,-.3562984
1976,1,.3972322
1976,0,-.3972322
1978,0,.1208589
1978,0,-.1208589
1980,0,.1675698
1980,0,-.1675698
1982,1,.0311697
1982,0,-.0311697
1984,0,.1473016
1984,0,-.1473016
1992,1,.4226319
1992,0,-.4226319
1992,0,-.6708401
1992,0,-.679296
1992,0,-.6827535
1994,0,.2320265
1994,0,-.2320265
1994,0,-.5629017
1996,1,.2068236
1996,0,-.2068236
1996,0,-.544537
1996,0,-.555462
1946,1,.4994322
1946,0,-.4994322
1948,0,.6138854
1948,0,-.6138854
1948,0,-.7856104
1950,0,.7011713
1950,0,-.7011713
1950,0,-.7288326
1956,0,.0166034
1956,0,-.0166034
1960,1,.6494011
1960,0,-.6494011
1964,1,.5741756
1964,0,-.5741756
1968,1,.5838273
1968,0,-.5838273
1968,0,-.6048428
1972,1,.561802
1972,0,-.561802
1976,1,.0110258
1976,0,-.0110258
1976,0,-.4457808
1978,1,.4411004
1978,0,-.4411004
1980,0,.8096483
1980,0,-.8096483
1982,1,.1044255
1982,0,-.1044255
1984,1,.1927173
1984,0,-.1927173
1984,0,-.5801888
1986,1,.1204148
1986,0,-.1204148
1988,1,.4652252
1988,0,-.4652252
1990,1,.0198734
1990,0,-.0198734
1992,1,.1884384
1992,0,-.1884384
1992,0,-.5381247
1994,1,.507913
1994,0,-.507913
1994,0,-.7199379
1946,0,.3131368
1946,0,-.3131368
1948,1,.2673129
1948,0,-.2673129
1948,0,-.5698507
1948,0,-.6088443
1954,1,.4889698
1954,0,-.4889698
1956,1,.5285559
1956,0,-.5285559
1960,1,.5188985
1960,0,-.5188985
1962,1,.499295
1962,0,-.499295
1964,1,.4711129
1964,0,-.4711129
1964,0,-.5906468
1968,1,.0842575
1968,0,-.0842575
1970,1,.2342217
1970,0,-.2342217
1972,1,.4689468
1972,0,-.4689468
1974,1,.1998493
1974,0,-.1998493
1976,1,.3137656
1976,0,-.3137656
1980,1,.7968464
1980,0,-.7968464
1986,1,.0758627
1986,0,-.0758627
1986,0,-.408636
1988,1,.2503292
1988,0,-.2503292
1988,0,-.5812994
1988,0,-.5901768
1990,1,.5522829
1990,0,-.5522829
1992,1,.1211861
1992,0,-.1211861
1994,1,.1814704
1994,0,-.1814704
1996,1,.2968785
1996,0,-.2968785
1946,1,.4669964
1946,0,-.4669964
1948,1,.4867878
1948,0,-.4867878
1948,0,-.7127051
1948,0,-.7179255
1950,1,.8330401
1950,0,-.8330401
1950,0,-.8587263
1952,1,.1533729
1952,0,-.1533729
1954,1,.1602789
1954,0,-.1602789
1956,1,.1814338
1956,0,-.1814338
1958,1,.5227699
1958,0,-.5227699
1960,1,.5603627
1960,0,-.5603627
1962,0,.0059934
1962,0,-.0059934
1962,0,-.4879099
1964,1,.0051388
1964,0,-.0051388
1964,0,-.0365921
1964,0,-.3374061
1968,1,.205096
1968,0,-.205096
1970,1,.3481743
1970,0,-.3481743
1970,0,-.6689563
1974,1,.7901968
1974,0,-.7901968
1976,1,.7611637
1976,0,-.7611637
1978,0,.7570986
1978,0,-.7570986
1980,1,.1902861
1980,0,-.1902861
1980,0,-.4118799
1980,0,-.4637669
1982,1,.184747
1982,0,-.184747
1984,0,.7123444
1984,0,-.7123444
1986,0,.3739081
1986,0,-.3739081
1986,0,-.6373639
1990,0,.3472705
1990,0,-.3472705
1990,0,-.6186159
1992,1,.5745845
1992,0,-.5745845
1994,1,.5889088
1994,0,-.5889088
1996,1,.6428828
1996,0,-.6428828
1946,0,.7428426
1946,0,-.7428426
1958,1,.742986
1958,0,-.742986
1964,1,.389159
1964,0,-.389159
1966,1,.5062028
1966,0,-.5062028
1968,1,.4303367
1968,0,-.4303367
1970,0,.3296403
1970,0,-.3296403
1970,0,-.5010715
1972,1,.0961528
1972,0,-.0961528
1972,0,-.3999705
1972,0,-.4204063
1972,0,-.4381647
1974,1,.1134503
1974,0,-.1134503
1974,0,-.3027962
1976,1,.0606006
1976,0,-.0606006
1980,0,.2139658
1980,0,-.2139658
1982,1,.0875117
1982,0,-.0875117
1990,1,.6496108
1990,0,-.6496108
1990,0,-.7070251
1992,1,.3675319
1992,0,-.3675319
1994,1,.2322942
1994,0,-.2322942
1996,1,.5725679
1996,0,-.5725679
1946,1,.4703908
1946,0,-.4703908
1948,1,.9906632
1948,0,-.9906632
1956,1,.347393
1956,0,-.347393
1964,1,.2693869
1964,0,-.2693869
1966,0,.1236025
1966,0,-.1236025
1968,1,.2785882
1968,0,-.2785882
1968,0,-.3589991
1970,1,.4606866
1970,0,-.4606866
1986,0,.6307064
1986,0,-.6307064
1988,0,.1050326
1988,0,-.1050326
1988,0,-.5208159
1992,1,.378124
1992,0,-.378124
1994,0,.0657095
1994,0,-.0657095
1996,1,.2499962
1996,0,-.2499962
1996,0,-.5747476
1946,0,.3042833
1946,0,-.3042833
1946,0,-.6389723
1948,1,.3002055
1948,0,-.3002055
1948,0,-.639972
1952,1,.0309519
1952,0,-.0309519
1954,1,.248957
1954,0,-.248957
1954,0,-.6202117
1956,1,.2450413
1956,0,-.2450413
1956,0,-.6177981
1958,1,.1389218
1958,0,-.1389218
1958,0,-.5634228
1960,1,.6523929
1960,0,-.6523929
1962,1,.3075967
1962,0,-.3075967
1962,0,-.6490023
1964,1,.1248691
1964,0,-.1248691
1966,1,.616887
1966,0,-.616887
1968,1,.8537815
1968,0,-.8537815
1970,0,.4917874
1970,0,-.4917874
1972,1,.1544592
1972,0,-.1544592
1972,0,-.4842642
1974,1,.1819069
1974,0,-.1819069
1974,0,-.1906203
1974,0,-.4334323
1976,1,.2447155
1976,0,-.2447155
1982,1,.0120693
1982,0,-.0120693
1982,0,-.4798357
1984,1,.0705313
1984,0,-.0705313
1986,1,.3973598
1986,0,-.3973598
1988,1,.2775655
1988,0,-.2775655
1990,0,.6733503
1990,0,-.6733503
1992,1,.201442
1992,0,-.201442
1996,1,.3617392
1996,0,-.3617392
1996,0,-.6490391
1946,1,.2463315
1946,0,-.2463315
1948,1,.2086954
1948,0,-.2086954
1950,1,.388119
1950,0,-.388119
1952,1,.5818443
1952,0,-.5818443
1954,1,.4834647
1954,0,-.4834647
1956,1,.3807612
1956,0,-.3807612
1958,1,.53273
1958,0,-.53273
1962,1,.0114987
1962,0,-.0114987
1964,1,.3921132
1964,0,-.3921132
1966,1,.185049
1966,0,-.185049
1968,0,.1124344
1968,0,-.1124344
1968,0,-.5205137
1970,1,.2351742
1970,0,-.2351742
1972,1,.3238953
1972,0,-.3238953
1974,1,.0549777
1974,0,-.0549777
1976,1,.6356388
1976,0,-.6356388
1978,1,.2857523
1978,0,-.2857523
1982,0,.2358364
1982,0,-.2358364
1982,0,-.5600081
1984,1,.1630293
1984,0,-.1630293
1984,0,-.5318307
1990,0,.1638788
1990,0,-.1638788
1992,1,.6604979
1992,0,-.6604979
1994,1,.6838614
1994,0,-.6838614
1996,1,.5485365
1996,0,-.5485365
1996,0,-.7057577
1946,1,.2427343
1946,0,-.2427343
1948,1,.1328906
1948,0,-.1328906
1948,0,-.5286735
1948,0,-.5293753
1950,1,.1666891
1950,0,-.1666891
1950,0,-.5502532
1952,1,.5151283
1952,0,-.5151283
1954,1,.3323846
1954,0,-.3323846
1956,1,.3451906
1956,0,-.3451906
1960,1,.5229371
1960,0,-.5229371
1964,0,.387731
1964,0,-.387731
1966,1,.1448862
1966,0,-.1448862
1968,1,.2988326
1968,0,-.2988326
1970,0,.2749466
1970,0,-.2749466
1972,0,.066144
1972,0,-.066144
1972,0,-.3070751
1972,0,-.4033373
1974,1,.1528929
1974,0,-.1528929
1976,1,.0900128
1976,0,-.0900128
1976,0,-.4585778
1978,0,.0336527
1978,0,-.0336527
1978,0,-.4813116
1980,1,.005585
1980,0,-.005585
1980,0,-.4589219
1982,1,.0110592
1982,0,-.0110592
1982,0,-.4801162
1984,1,.1239072
1984,0,-.1239072
1984,0,-.5498105
1986,1,.2355167
1986,0,-.2355167
1988,0,.2464542
1988,0,-.2464542
1990,1,.0708899
1990,0,-.0708899
1990,0,-.4831206
1992,1,.1451227
1992,0,-.1451227
1992,0,-.5385279
1994,1,.2009774
1994,0,-.2009774
1994,0,-.5845884
1994,0,-.5894755
1996,1,.3830865
1996,0,-.3830865
1996,0,-.6376234
1996,0,-.6420054
1996,0,-.6616416
1946,0,.0869106
1946,0,-.0869106
1946,0,-.4670755
1948,1,.0481755
1948,0,-.0481755
1950,0,.1673345
1950,0,-.1673345
1952,0,.0341094
1952,0,-.0341094
1954,1,.0128587
1954,0,-.0128587
1954,0,-.5022976
1956,1,.0819539
1956,0,-.0819539
1958,1,.5313466
1958,0,-.5313466
1960,1,.160339
1960,0,-.160339
1962,1,.2240622
1962,0,-.2240622
1964,0,.1644906
1964,0,-.1644906
1966,1,.0743825
1966,0,-.0743825
1968,1,.197803
1968,0,-.197803
1970,1,.218485
1970,0,-.218485
1972,1,.4556166
1972,0,-.4556166
1972,0,-.7026159
1974,1,.017915
1974,0,-.017915
1976,1,.1469512
1976,0,-.1469512
1978,1,.2375165
1978,0,-.2375165
1980,0,.3873551
1980,0,-.3873551
1982,1,.007423
1982,0,-.007423
1984,1,.0402932
