Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 12-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Essex County,Massachusetts,25009,56687,50257,63417
Franklin County,Massachusetts,25011,6020,4512,7752
Hampden County,Massachusetts,25013,35335,30384,40299
Hampshire County,Massachusetts,25015,8547,6542,10687
Middlesex County,Massachusetts,25017,86570,78385,94629
Nantucket County,Massachusetts,25019,539,270,982
Norfolk County,Massachusetts,25021,44237,38794,50096
Plymouth County,Massachusetts,25023,43266,37917,48800
Suffolk County,Massachusetts,25025,50356,45105,56499
Worcester County,Massachusetts,25027,57623,52083,64392
Alcona County,Michigan,26001,944,491,1592
Alger County,Michigan,26003,932,487,1574
Allegan County,Michigan,26005,7589,5574,9869
Alpena County,Michigan,26007,2767,1785,4097
Antrim County,Michigan,26009,1810,1081,2729
Arenac County,Michigan,26011,2059,1217,3238
Baraga County,Michigan,26013,1018,505,1769
Barry County,Michigan,26015,6975,4994,9378
Bay County,Michigan,26017,8030,6154,10153
Benzie County,Michigan,26019,2202,1500,3136
Berrien County,Michigan,26021,13443,10462,16716
Branch County,Michigan,26023,3248,2205,4778
Calhoun County,Michigan,26025,14646,11331,18143
Cass County,Michigan,26027,6132,4271,8483
Charlevoix County,Michigan,26029,2542,1711,3640
Cheboygan County,Michigan,26031,2886,1879,4114
Chippewa County,Michigan,26033,3067,2037,4611
Clare County,Michigan,26035,4066,2731,5578
Clinton County,Michigan,26037,7434,5331,9763
Crawford County,Michigan,26039,1500,873,2422
Delta County,Michigan,26041,4187,2912,5662
Dickinson County,Michigan,26043,1965,1208,2873
Eaton County,Michigan,26045,8427,6337,10736
Emmet County,Michigan,26047,1954,1326,2682
Genesee County,Michigan,26049,40157,35525,44551
Gladwin County,Michigan,26051,2694,1769,4053
Gogebic County,Michigan,26053,1682,1054,2595
Grand Traverse County,Michigan,26055,5025,3822,6389
Gratiot County,Michigan,26057,3209,2013,4846
Hillsdale County,Michigan,26059,3585,2445,4842
Houghton County,Michigan,26061,2272,1422,3423
Huron County,Michigan,26063,3325,2264,4577
Ingham County,Michigan,26065,20346,16983,24147
Ionia County,Michigan,26067,6134,4325,8165
Iosco County,Michigan,26069,3206,2230,4275
Iron County,Michigan,26071,1044,521,1724
Isabella County,Michigan,26073,4561,2974,6625
Jackson County,Michigan,26075,14356,12451,16237
Kalamazoo County,Michigan,26077,20090,16589,24181
Kalkaska County,Michigan,26079,2281,1497,3269
Kent County,Michigan,26081,41427,35903,47266
Keweenaw County,Michigan,26083,281,127,573
Lake County,Michigan,26085,975,491,1601
Lapeer County,Michigan,26087,5926,4194,7972
Leelanau County,Michigan,26089,1900,1229,2725
Lenawee County,Michigan,26091,9621,7449,12150
Livingston County,Michigan,26093,11967,9878,14083
Luce County,Michigan,26095,400,184,719
Mackinac County,Michigan,26097,1351,749,2162
Macomb County,Michigan,26099,77394,68478,86799
Manistee County,Michigan,26101,2714,1904,3745
Marquette County,Michigan,26103,4611,3211,6307
Mason County,Michigan,26105,3168,2202,4461
Mecosta County,Michigan,26107,2546,1499,3723
Menominee County,Michigan,26109,2057,1270,3152
Midland County,Michigan,26111,6352,4590,8412
Missaukee County,Michigan,26113,1901,1305,2606
Monroe County,Michigan,26115,12723,9863,16096
Montcalm County,Michigan,26117,6704,5044,8545
Montmorency County,Michigan,26119,1429,875,2112
Muskegon County,Michigan,26121,17972,15892,20297
Newaygo County,Michigan,26123,4566,3266,6312
Oakland County,Michigan,26125,87188,79091,95764
Oceana County,Michigan,26127,2871,2009,3941
Ogemaw County,Michigan,26129,2244,1411,3269
Ontonagon County,Michigan,26131,606,348,959
Osceola County,Michigan,26133,2445,1599,3563
Oscoda County,Michigan,26135,789,415,1389
Otsego County,Michigan,26137,1995,1219,2970
Ottawa County,Michigan,26139,18270,14713,22415
Presque Isle County,Michigan,26141,1436,847,2127
Roscommon County,Michigan,26143,2876,1919,4115
Saginaw County,Michigan,26145,18158,15173,21623
Sanilac County,Michigan,26151,4116,2897,5480
Schoolcraft County,Michigan,26153,458,247,770
Shiawassee County,Michigan,26155,5443,4024,7147
St. Clair County,Michigan,26147,12549,9783,15768
St. Joseph County,Michigan,26149,8142,5955,10801
Tuscola County,Michigan,26157,4418,3195,6087
Van Buren County,Michigan,26159,8841,6510,11541
Washtenaw County,Michigan,26161,20883,17554,24436
Wayne County,Michigan,26163,158360,147445,170379
Wexford County,Michigan,26165,3296,2387,4360
Aitkin County,Minnesota,27001,1558,1193,1960
Anoka County,Minnesota,27003,22364,19853,24907
Becker County,Minnesota,27005,2047,1630,2535
Beltrami County,Minnesota,27007,3386,2794,4025
Benton County,Minnesota,27009,3193,2472,4018
Big Stone County,Minnesota,27011,441,279,646
Blue Earth County,Minnesota,27013,4042,3199,5034
Brown County,Minnesota,27015,2105,1569,2758
Carlton County,Minnesota,27017,3012,2415,3681
Carver County,Minnesota,27019,5908,4648,7424
Cass County,Minnesota,27021,2578,2074,3202
Chippewa County,Minnesota,27023,1385,953,1882
Chisago County,Minnesota,27025,3614,2782,4571
Clay County,Minnesota,27027,3369,2682,4164
Clearwater County,Minnesota,27029,714,492,997
Cook County,Minnesota,27031,480,297,696
Cottonwood County,Minnesota,27033,1072,705,1552
Crow Wing County,Minnesota,27035,4630,3803,5517
Dakota County,Minnesota,27037,24525,21827,27636
Dodge County,Minnesota,27039,1467,1039,1947
Douglas County,Minnesota,27041,2829,2218,3561
Faribault County,Minnesota,27043,1118,799,1500
Fillmore County,Minnesota,27045,827,484,1235
Freeborn County,Minnesota,27047,2374,1729,3113
Goodhue County,Minnesota,27049,2950,2298,3705
Grant County,Minnesota,27051,500,331,728
Hennepin County,Minnesota,27053,63688,59107,68356
Houston County,Minnesota,27055,1171,829,1577
Hubbard County,Minnesota,27057,1719,1328,2167
Isanti County,Minnesota,27059,3041,2311,3945
Itasca County,Minnesota,27061,4583,3820,5459
Jackson County,Minnesota,27063,992,665,1412
Kanabec County,Minnesota,27065,1637,1221,2106
Kandiyohi County,Minnesota,27067,3082,2413,3860
Kittson County,Minnesota,27069,407,247,638
Koochiching County,Minnesota,27071,1040,701,1499
Lac Qui Parle County,Minnesota,27073,727,492,1009
Lake County,Minnesota,27075,730,474,1025
Lake Of The Woods County,Minnesota,27077,375,234,552
Le Sueur County,Minnesota,27079,2115,1575,2848
Lincoln County,Minnesota,27081,558,377,791
Lyon County,Minnesota,27083,1674,1240,2204
Mahnomen County,Minnesota,27087,511,349,710
Marshall County,Minnesota,27089,815,530,1143
Martin County,Minnesota,27091,1971,1478,2596
Mcleod County,Minnesota,27085,2772,2175,3395
Meeker County,Minnesota,27093,1805,1313,2339
Mille Lacs County,Minnesota,27095,2440,1970,2981
Morrison County,Minnesota,27097,2511,1868,3226
Mower County,Minnesota,27099,2846,2083,3674
Murray County,Minnesota,27101,453,302,661
Nicollet County,Minnesota,27103,2079,1528,2671
Nobles County,Minnesota,27105,1899,1405,2491
Norman County,Minnesota,27107,395,247,571
Olmsted County,Minnesota,27109,8967,7585,10532
Otter Tail County,Minnesota,27111,4898,4200,5761
Pennington County,Minnesota,27113,993,733,1299
Pine County,Minnesota,27115,2714,2140,3342
Pipestone County,Minnesota,27117,626,395,904
Polk County,Minnesota,27119,2119,1631,2689
Pope County,Minnesota,27121,512,304,775
Ramsey County,Minnesota,27123,33170,30096,36157
Red Lake County,Minnesota,27125,400,253,590
Redwood County,Minnesota,27127,1544,1171,1991
Renville County,Minnesota,27129,1347,985,1807
Rice County,Minnesota,27131,3361,2612,4191
Rock County,Minnesota,27133,555,336,852
Roseau County,Minnesota,27135,1302,955,1739
Scott County,Minnesota,27139,8233,6726,9990
Sherburne County,Minnesota,27141,5499,4416,6733
Sibley County,Minnesota,27143,1108,782,1531
St. Louis County,Minnesota,27137,13517,11838,15228
Stearns County,Minnesota,27145,9252,7935,10685
Steele County,Minnesota,27147,2759,2116,3485
Stevens County,Minnesota,27149,640,420,915
Swift County,Minnesota,27151,952,648,1364
Todd County,Minnesota,27153,2025,1531,2606
Traverse County,Minnesota,27155,345,210,544
Wabasha County,Minnesota,27157,1659,1198,2240
Wadena County,Minnesota,27159,1061,711,1436
Waseca County,Minnesota,27161,1351,948,1899
Washington County,Minnesota,27163,15551,13471,17880
Watonwan County,Minnesota,27165,976,655,1389
Wilkin County,Minnesota,27167,615,385,884
Winona County,Minnesota,27169,3737,2862,4748
Wright County,Minnesota,27171,7796,6181,9404
Yellow Medicine County,Minnesota,27173,858,549,1265
Adams County,Mississippi,28001,3724,2981,4695
Alcorn County,Mississippi,28003,4730,3389,6253
Amite County,Mississippi,28005,1715,1210,2263
Attala County,Mississippi,28007,2225,1543,2936
Benton County,Mississippi,28009,1227,691,1971
Bolivar County,Mississippi,28011,3329,2542,4247
Calhoun County,Mississippi,28013,2064,1495,2760
Carroll County,Mississippi,28015,1318,827,1846
Chickasaw County,Mississippi,28017,2214,1565,3040
Choctaw County,Mississippi,28019,1523,1079,2080
Claiborne County,Mississippi,28021,1215,671,2057
Clarke County,Mississippi,28023,1753,1209,2483
Clay County,Mississippi,28025,2489,1691,3474
Coahoma County,Mississippi,28027,3314,2483,4237
Copiah County,Mississippi,28029,4073,2932,5587
Covington County,Mississippi,28031,1770,1128,2550
Desoto County,Mississippi,28033,17306,14176,21326
Forrest County,Mississippi,28035,6071,4723,7537
Franklin County,Mississippi,28037,857,521,1294
George County,Mississippi,28039,2893,1780,4680
Greene County,Mississippi,28041,1490,757,2687
Grenada County,Mississippi,28043,2356,1769,3045
Hancock County,Mississippi,28045,4405,3014,6275
Harrison County,Mississippi,28047,15971,13044,19196
Hinds County,Mississippi,28049,23114,19584,26958
Holmes County,Mississippi,28051,2574,1921,3407
Humphreys County,Mississippi,28053,941,509,1531
Issaquena County,Mississippi,28055,135,49,291
Itawamba County,Mississippi,28057,3144,2319,4133
Jackson County,Mississippi,28059,15135,12296,18346
Jasper County,Mississippi,28061,2601,1797,3630
Jefferson County,Mississippi,28063,903,555,1313
Jefferson Davis County,Mississippi,28065,1160,765,1627
Jones County,Mississippi,28067,8731,6985,10700
Kemper County,Mississippi,28069,1441,943,2067
Lafayette County,Mississippi,28071,4940,3690,6509
Lamar County,Mississippi,28073,5822,4459,7534
Lauderdale County,Mississippi,28075,6812,5560,8213
Lawrence County,Mississippi,28077,1297,937,1744
Leake County,Mississippi,28079,3573,2547,4878
Lee County,Mississippi,28081,7968,6366,9817
Leflore County,Mississippi,28083,3326,2524,4272
Lincoln County,Mississippi,28085,3907,3063,4852
Lowndes County,Mississippi,28087,7362,6053,8956
Madison County,Mississippi,28089,6843,4804,9351
Marion County,Mississippi,28091,2679,1854,3756
Marshall County,Mississippi,28093,5061,3609,7062
Monroe County,Mississippi,28095,4679,3606,5970
Montgomery County,Mississippi,28097,1192,801,1655
Neshoba County,Mississippi,28099,3330,2374,4438
Newton County,Mississippi,28101,2155,1526,2866
Noxubee County,Mississippi,28103,986,558,1491
Oktibbeha County,Mississippi,28105,3536,2617,4691
Panola County,Mississippi,28107,4156,3203,5222
Pearl River County,Mississippi,28109,6670,4846,8922
Perry County,Mississippi,28111,1258,762,1975
Pike County,Mississippi,28113,4262,3434,5240
Pontotoc County,Mississippi,28115,3682,2588,4973
Prentiss County,Mississippi,28117,3274,2282,4536
Quitman County,Mississippi,28119,912,549,1375
Rankin County,Mississippi,28121,12978,10191,16222
Scott County,Mississippi,28123,4920,3526,6482
Sharkey County,Mississippi,28125,465,182,847
Simpson County,Mississippi,28127,3591,2372,5266
Smith County,Mississippi,28129,1745,1182,2496
Stone County,Mississippi,28131,1936,1127,3102
Sunflower County,Mississippi,28133,4800,3641,6180
Tallahatchie County,Mississippi,28135,1662,1072,2390
Tate County,Mississippi,28137,2788,2009,3681
Tippah County,Mississippi,28139,3708,2597,5221
Tishomingo County,Mississippi,28141,3096,2094,4463
Tunica County,Mississippi,28143,997,526,1585
Union County,Mississippi,28145,2141,1441,3087
Walthall County,Mississippi,28147,2325,1689,3053
Warren County,Mississippi,28149,6010,4242,8301
Washington County,Mississippi,28151,5863,4874,6964
Wayne County,Mississippi,28153,3492,2435,4744
Webster County,Mississippi,28155,873,562,1347
Wilkinson County,Mississippi,28157,811,490,1251
Winston County,Mississippi,28159,2522,1874,3333
Yalobusha County,Mississippi,28161,1979,1327,2618
Yazoo County,Mississippi,28163,2406,1352,3797
Adair County,Missouri,29001,1486,947,2197
Andrew County,Missouri,29003,1140,695,1667
Atchison County,Missouri,29005,648,425,926
Audrain County,Missouri,29007,2356,1386,3778
Barry County,Missouri,29009,3590,2151,5414
Barton County,Missouri,29011,1114,555,2051
Bates County,Missouri,29013,1801,1185,2549
Benton County,Missouri,29015,2281,1508,3380
Bollinger County,Missouri,29017,1319,724,2281
Boone County,Missouri,29019,9657,7080,12610
Buchanan County,Missouri,29021,9096,7412,11150
Butler County,Missouri,29023,4688,3191,6400
Caldwell County,Missouri,29025,881,526,1360
Callaway County,Missouri,29027,5238,3662,7152
Camden County,Missouri,29029,4289,2833,5941
Cape Girardeau County,Missouri,29031,7219,5289,9387
Carroll County,Missouri,29033,1471,970,2093
Carter County,Missouri,29035,325,157,601
Cass County,Missouri,29037,7508,5587,9683
Cedar County,Missouri,29039,840,462,1433
Chariton County,Missouri,29041,773,523,1135
Christian County,Missouri,29043,8383,5539,11987
Clark County,Missouri,29045,661,399,1089
Clay County,Missouri,29047,19089,15983,22929
Clinton County,Missouri,29049,2022,1254,3065
Cole County,Missouri,29051,6238,4191,8878
Cooper County,Missouri,29053,996,538,1722
Crawford County,Missouri,29055,3015,2087,4365
Dade County,Missouri,29057,731,400,1167
Dallas County,Missouri,29059,771,324,1449
Daviess County,Missouri,29061,500,305,756
Dekalb County,Missouri,29063,954,523,1537
Dent County,Missouri,29065,1210,640,2072
Douglas County,Missouri,29067,1225,671,2213
Dunklin County,Missouri,29069,3883,3105,4760
Franklin County,Missouri,29071,9047,6634,11781
Gasconade County,Missouri,29073,1207,706,1903
Gentry County,Missouri,29075,772,440,1213
Greene County,Missouri,29077,25200,20091,30889
Grundy County,Missouri,29079,983,604,1474
Harrison County,Missouri,29081,1093,744,1607
Henry County,Missouri,29083,3223,1932,4887
Hickory County,Missouri,29085,984,521,1698
Holt County,Missouri,29087,414,250,669
Howard County,Missouri,29089,563,293,1035
Howell County,Missouri,29091,5362,3872,7034
Iron County,Missouri,29093,818,428,1407
Jackson County,Missouri,29095,56592,50312,62529
Jasper County,Missouri,29097,9081,6060,12761
Jefferson County,Missouri,29099,19793,15854,24986
Johnson County,Missouri,29101,3780,2724,5018
Knox County,Missouri,29103,431,257,635
Laclede County,Missouri,29105,3186,2079,4730
Lafayette County,Missouri,29107,2791,1985,3750
Lawrence County,Missouri,29109,4321,2697,6801
Lewis County,Missouri,29111,993,592,1432
Lincoln County,Missouri,29113,6446,4384,8837
Linn County,Missouri,29115,1234,798,1848
Livingston County,Missouri,29117,1781,1196,2625
Macon County,Missouri,29121,1254,849,1813
Madison County,Missouri,29123,1591,916,2621
Maries County,Missouri,29125,889,485,1522
Marion County,Missouri,29127,3175,2247,4431
Mcdonald County,Missouri,29119,1543,954,2364
Mercer County,Missouri,29129,293,161,482
Miller County,Missouri,29131,1266,738,2004
Mississippi County,Missouri,29133,1789,1223,2520
Moniteau County,Missouri,29135,1023,501,2065
Monroe County,Missouri,29137,1085,613,1740
Montgomery County,Missouri,29139,634,345,1060
Morgan County,Missouri,29141,848,459,1371
New Madrid County,Missouri,29143,2339,1734,3039
Newton County,Missouri,29145,4623,2881,6591
Nodaway County,Missouri,29147,1458,957,2158
Oregon County,Missouri,29149,991,550,1602
Osage County,Missouri,29151,1426,803,2403
Ozark County,Missouri,29153,667,386,1115
Pemiscot County,Missouri,29155,2160,1607,2718
Perry County,Missouri,29157,1328,799,2207
Pettis County,Missouri,29159,4467,2904,6299
Phelps County,Missouri,29161,2601,1611,3937
Pike County,Missouri,29163,1986,1115,3306
Platte County,Missouri,29165,8701,6623,11023
Polk County,Missouri,29167,2418,1364,3690
Pulaski County,Missouri,29169,3017,1708,4930
Putnam County,Missouri,29171,409,224,682
Ralls County,Missouri,29173,487,262,817
Randolph County,Missouri,29175,2264,1600,3106
Ray County,Missouri,29177,2284,1452,3420
Reynolds County,Missouri,29179,591,330,1022
Ripley County,Missouri,29181,1915,1254,2837
Saline County,Missouri,29195,2200,1411,3203
Schuyler County,Missouri,29197,326,147,578
Scotland County,Missouri,29199,428,237,692
Scott County,Missouri,29201,4351,3449,5346
Shannon County,Missouri,29203,574,281,1034
Shelby County,Missouri,29205,601,345,1006
St. Charles County,Missouri,29183,28281,23113,34142
St. Clair County,Missouri,29185,870,463,1539
St. Francois County,Missouri,29187,5725,3976,7862
St. Louis City,Missouri,29510,30645,26632,35257
St. Louis County,Missouri,29189,79168,70877,87665
Ste. Genevieve County,Missouri,29186,1105,665,1779
Stoddard County,Missouri,29207,3799,2991,4765
Stone County,Missouri,29209,3087,1935,4710
Sullivan County,Missouri,29211,633,354,1004
Taney County,Missouri,29213,5688,3785,7954
Texas County,Missouri,29215,2720,1732,4106
Vernon County,Missouri,29217,1363,720,2484
Warren County,Missouri,29219,2444,1525,3676
Washington County,Missouri,29221,1934,1094,3027
Wayne County,Missouri,29223,1258,699,1968
Webster County,Missouri,29225,3464,1950,5753
Worth County,Missouri,29227,301,149,534
Wright County,Missouri,29229,1436,891,2197
Beaverhead County,Montana,30001,524,327,891
Big Horn County,Montana,30003,1482,1192,1796
Blaine County,Montana,30005,673,555,813
Broadwater County,Montana,30007,470,257,752
Carbon County,Montana,30009,627,408,894
Carter County,Montana,30011,108,64,171
Cascade County,Montana,30013,6028,5134,6958
Chouteau County,Montana,30015,500,315,720
Custer County,Montana,30017,969,722,1253
Daniels County,Montana,30019,190,110,316
Dawson County,Montana,30021,716,522,956
Deer Lodge County,Montana,30023,1103,701,1728
Fallon County,Montana,30025,176,109,266
Fergus County,Montana,30027,1050,757,1409
Flathead County,Montana,30029,6011,4810,7494
Gallatin County,Montana,30031,4217,3109,5340
Garfield County,Montana,30033,107,59,173
Glacier County,Montana,30035,1430,1237,1657
Golden Valley County,Montana,30037,61,30,104
Granite County,Montana,30039,373,219,561
Hill County,Montana,30041,1257,1056,1483
Jefferson County,Montana,30043,790,512,1180
Judith Basin County,Montana,30045,196,113,295
Lake County,Montana,30047,2464,2094,2878
Lewis And Clark County,Montana,30049,4598,3674,5653
Liberty County,Montana,30051,246,143,383
Lincoln County,Montana,30053,1563,1206,1974
Madison County,Montana,30057,584,386,841
Mccone County,Montana,30055,131,75,210
Meagher County,Montana,30059,177,102,275
Mineral County,Montana,30061,380,228,589
Missoula County,Montana,30063,5911,4739,7292
Musselshell County,Montana,30065,343,200,539
Park County,Montana,30067,1102,793,1503
Petroleum County,Montana,30069,37,13,70
Phillips County,Montana,30071,314,214,435
Pondera County,Montana,30073,642,443,872
Powder River County,Montana,30075,131,74,208
Powell County,Montana,30077,562,319,908
Prairie County,Montana,30079,102,58,168
Ravalli County,Montana,30081,2696,1929,3578
Richland County,Montana,30083,686,495,909
Roosevelt County,Montana,30085,1349,1143,1588
Rosebud County,Montana,30087,866,690,1061
Sanders County,Montana,30089,1196,893,1541
Sheridan County,Montana,30091,253,165,356
Silver Bow County,Montana,30093,2769,2072,3687
Stillwater County,Montana,30095,848,594,1168
Sweet Grass County,Montana,30097,286,168,442
Teton County,Montana,30099,384,240,559
Toole County,Montana,30101,283,167,443
Treasure County,Montana,30103,78,44,127
Valley County,Montana,30105,750,574,935
Wheatland County,Montana,30107,136,71,224
Wibaux County,Montana,30109,91,50,158
Yellowstone County,Montana,30111,10251,8788,11844
Adams County,Nebraska,31001,2856,2463,3322
Antelope County,Nebraska,31003,531,394,687
Arthur County,Nebraska,31005,23,9,46
Banner County,Nebraska,31007,69,37,115
Blaine County,Nebraska,31009,28,15,50
Boone County,Nebraska,31011,425,294,571
Box Butte County,Nebraska,31013,978,782,1213
Boyd County,Nebraska,31015,166,105,241
Brown County,Nebraska,31017,245,165,335
Buffalo County,Nebraska,31019,3497,2885,4102
Burt County,Nebraska,31021,536,401,677
Butler County,Nebraska,31023,651,495,839
Cass County,Nebraska,31025,2301,1979,2631
Cedar County,Nebraska,31027,507,394,636
Chase County,Nebraska,31029,228,153,319
Cherry County,Nebraska,31031,348,256,453
Cheyenne County,Nebraska,31033,731,529,944
Clay County,Nebraska,31035,466,342,607
Colfax County,Nebraska,31037,563,402,762
Cuming County,Nebraska,31039,597,453,753
Custer County,Nebraska,31041,854,686,1032
Dakota County,Nebraska,31043,1548,1346,1765
Dawes County,Nebraska,31045,486,360,653
Dawson County,Nebraska,31047,2032,1660,2472
Deuel County,Nebraska,31049,136,89,203
Dixon County,Nebraska,31051,399,297,517
Dodge County,Nebraska,31053,3026,2559,3547
Douglas County,Nebraska,31055,38534,35648,41605
Dundy County,Nebraska,31057,102,55,167
Fillmore County,Nebraska,31059,589,447,763
Franklin County,Nebraska,31061,256,169,359
Frontier County,Nebraska,31063,171,105,256
Furnas County,Nebraska,31065,402,284,543
Gage County,Nebraska,31067,1958,1621,2316
Garden County,Nebraska,31069,162,95,252
Garfield County,Nebraska,31071,163,109,233
Gosper County,Nebraska,31073,135,71,237
Grant County,Nebraska,31075,36,20,58
Greeley County,Nebraska,31077,204,136,279
Hall County,Nebraska,31079,4786,4099,5470
Hamilton County,Nebraska,31081,731,565,919
Harlan County,Nebraska,31083,343,228,479
Hayes County,Nebraska,31085,76,46,114
Hitchcock County,Nebraska,31087,311,224,418
Holt County,Nebraska,31089,786,616,956
Hooker County,Nebraska,31091,47,26,76
Howard County,Nebraska,31093,576,441,734
Jefferson County,Nebraska,31095,530,395,700
Johnson County,Nebraska,31097,340,242,462
Kearney County,Nebraska,31099,461,299,649
Keith County,Nebraska,31101,590,457,760
Keya Paha County,Nebraska,31103,88,53,127
Kimball County,Nebraska,31105,310,206,439
Knox County,Nebraska,31107,706,569,870
Lancaster County,Nebraska,31109,18947,17147,20774
Lincoln County,Nebraska,31111,3215,2844,3641
Logan County,Nebraska,31113,58,32,92
Loup County,Nebraska,31115,53,32,85
Madison County,Nebraska,31119,2512,2105,2947
Mcpherson County,Nebraska,31117,42,22,74
Merrick County,Nebraska,31121,874,667,1124
Morrill County,Nebraska,31123,571,419,746
Nance County,Nebraska,31125,362,256,498
Nemaha County,Nebraska,31127,536,412,677
Nuckolls County,Nebraska,31129,293,199,398
Otoe County,Nebraska,31131,1494,1263,1753
Pawnee County,Nebraska,31133,165,107,244
Perkins County,Nebraska,31135,194,127,282
Phelps County,Nebraska,31137,725,511,980
Pierce County,Nebraska,31139,604,467,764
Platte County,Nebraska,31141,2250,1901,2614
Polk County,Nebraska,31143,386,272,522
Red Willow County,Nebraska,31145,838,646,1066
Richardson County,Nebraska,31147,612,471,769
Rock County,Nebraska,31149,144,94,202
Saline County,Nebraska,31151,1213,955,1508
Sarpy County,Nebraska,31153,11852,10242,13408
Saunders County,Nebraska,31155,1854,1469,2298
Scotts Bluff County,Nebraska,31157,3216,2805,3670
Seward County,Nebraska,31159,1052,828,1297
Sheridan County,Nebraska,31161,536,432,661
Sherman County,Nebraska,31163,262,187,360
Sioux County,Nebraska,31165,72,43,116
Stanton County,Nebraska,31167,375,264,523
Thayer County,Nebraska,31169,384,268,522
Thomas County,Nebraska,31171,51,31,79
Thurston County,Nebraska,31173,828,681,987
Valley County,Nebraska,31175,354,247,479
Washington County,Nebraska,31177,1583,1230,1978
Wayne County,Nebraska,31179,626,506,775
Webster County,Nebraska,31181,294,213,388
Wheeler County,Nebraska,31183,72,45,103
York County,Nebraska,31185,1186,960,1426
Carson City,Nevada,32510,4776,3809,5851
Churchill County,Nevada,32001,2121,1587,2710
Clark County,Nevada,32003,176978,163198,191358
Douglas County,Nevada,32005,3289,2534,4102
Elko County,Nevada,32007,3359,2555,4338
Esmeralda County,Nevada,32009,51,25,101
Eureka County,Nevada,32011,113,62,199
Humboldt County,Nevada,32013,974,674,1387
Lander County,Nevada,32015,560,319,960
Lincoln County,Nevada,32017,440,231,828
Lyon County,Nevada,32019,4755,3786,5899
Mineral County,Nevada,32021,628,374,1010
Nye County,Nevada,32023,5520,4466,6850
Pershing County,Nevada,32027,426,197,794
Storey County,Nevada,32029,369,192,618
Washoe County,Nevada,32031,27363,24536,30180
White Pine County,Nevada,32033,1166,692,1720
Belknap County,New Hampshire,33001,5044,4257,6005
Carroll County,New Hampshire,33003,4502,3876,5220
Cheshire County,New Hampshire,33005,5670,4871,6540
Coos County,New Hampshire,33007,3752,3206,4327
Grafton County,New Hampshire,33009,5443,4468,6546
Hillsborough County,New Hampshire,33011,30982,28407,33765
Merrimack County,New Hampshire,33013,10421,9185,11799
Rockingham County,New Hampshire,33015,21461,19273,23988
Strafford County,New Hampshire,33017,10617,9323,11901
Sullivan County,New Hampshire,33019,3407,2895,3910
Atlantic County,New Jersey,34001,26628,22877,30712
Bergen County,New Jersey,34003,61857,52243,72348
Burlington County,New Jersey,34005,41237,35557,47813
Camden County,New Jersey,34007,50905,44509,58159
Cape May County,New Jersey,34009,8670,7265,10166
Cumberland County,New Jersey,34011,14220,12147,16649
Essex County,New Jersey,34013,67044,60087,74581
Gloucester County,New Jersey,34015,24631,20462,29000
Hudson County,New Jersey,34017,38468,32435,45091
Hunterdon County,New Jersey,34019,7139,5795,8567
Mercer County,New Jersey,34021,28384,23892,33040
Middlesex County,New Jersey,34023,67676,58076,78010
Monmouth County,New Jersey,34025,42011,35507,49071
Morris County,New Jersey,34027,29630,24342,36184
Ocean County,New Jersey,34029,48240,40971,55939
Passaic County,New Jersey,34031,33557,27991,40104
Salem County,New Jersey,34033,7481,6460,8698
Somerset County,New Jersey,34035,18033,14560,21993
Sussex County,New Jersey,34037,9937,8223,11817
Union County,New Jersey,34039,32044,26337,38084
Warren County,New Jersey,34041,8106,6745,9560
Bernalillo County,New Mexico,35001,37008,32846,41992
Catron County,New Mexico,35003,301,186,454
Chaves County,New Mexico,35005,4750,3761,5887
Cibola County,New Mexico,35006,2972,2442,3589
Colfax County,New Mexico,35007,1309,935,1803
Curry County,New Mexico,35009,3010,2316,3784
De Baca County,New Mexico,35011,276,165,420
Doña Ana County,New Mexico,35013,14775,12614,17149
Eddy County,New Mexico,35015,4937,3929,6116
Grant County,New Mexico,35017,2213,1691,2865
Guadalupe County,New Mexico,35019,249,141,411
Harding County,New Mexico,35021,59,27,108
Hidalgo County,New Mexico,35023,318,155,561
Lea County,New Mexico,35025,5724,4473,7054
Lincoln County,New Mexico,35027,1592,1203,2046
Los Alamos County,New Mexico,35028,961,645,1415
Luna County,New Mexico,35029,1940,1391,2608
Mckinley County,New Mexico,35031,9570,8532,10656
Mora County,New Mexico,35033,512,334,755
Otero County,New Mexico,35035,5072,4109,6150
Quay County,New Mexico,35037,654,437,919
Rio Arriba County,New Mexico,35039,2809,2217,3492
Roosevelt County,New Mexico,35041,1185,819,1629
San Juan County,New Mexico,35045,12053,10940,13124
San Miguel County,New Mexico,35047,2935,2229,3855
Sandoval County,New Mexico,35043,9155,7553,10945
Santa Fe County,New Mexico,35049,7229,5978,8620
Sierra County,New Mexico,35051,1241,885,1640
Socorro County,New Mexico,35053,1542,1115,2056
Taos County,New Mexico,35055,1895,1403,2509
Torrance County,New Mexico,35057,1455,961,2127
Union County,New Mexico,35059,413,232,690
Valencia County,New Mexico,35061,6392,5064,7871
Albany County,New York,36001,23021,19800,26327
Allegany County,New York,36003,3911,3351,4571
Bronx County,New York,36005,132093,118345,147750
Broome County,New York,36007,15647,13349,18026
Cattaraugus County,New York,36009,8270,7296,9312
Cayuga County,New York,36011,6980,5971,8044
Chautauqua County,New York,36013,12388,10887,13984
