Physical Inactivity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Baltimore County,Maryland,24005,145928,138153,153353
Calvert County,Maryland,24009,14346,12773,15945
Caroline County,Maryland,24011,7534,6799,8293
Carroll County,Maryland,24013,29424,26286,32915
Cecil County,Maryland,24015,21115,19202,23010
Charles County,Maryland,24017,29145,26635,31816
Dorchester County,Maryland,24019,8021,7323,8776
Frederick County,Maryland,24021,38150,35422,41113
Garrett County,Maryland,24023,6149,5544,6778
Harford County,Maryland,24025,46254,42164,50711
Howard County,Maryland,24027,36316,32524,40378
Kent County,Maryland,24029,4216,3720,4714
Montgomery County,Maryland,24031,124183,115720,132430
Prince Georges County,Maryland,24033,155352,146346,164145
Queen Annes County,Maryland,24035,8089,7288,8973
Somerset County,Maryland,24039,6550,5581,7574
St. Marys County,Maryland,24037,19124,17269,21065
Talbot County,Maryland,24041,6098,5546,6669
Washington County,Maryland,24043,31825,29431,34298
Wicomico County,Maryland,24045,19165,17435,20835
Worcester County,Maryland,24047,11043,9862,12381
Barnstable County,Massachusetts,25001,30453,26196,35197
Berkshire County,Massachusetts,25003,19817,16737,23606
Bristol County,Massachusetts,25005,104710,96248,113405
Dukes County,Massachusetts,25007,2639,1817,3545
Essex County,Massachusetts,25009,113671,103287,123888
Franklin County,Massachusetts,25011,11599,9331,13826
Hampden County,Massachusetts,25013,91964,83409,100250
Hampshire County,Massachusetts,25015,20666,16980,24570
Middlesex County,Massachusetts,25017,215361,201639,228625
Nantucket County,Massachusetts,25019,1699,1096,2444
Norfolk County,Massachusetts,25021,96302,87510,106043
Plymouth County,Massachusetts,25023,87527,80262,95688
Suffolk County,Massachusetts,25025,119415,109727,129988
Worcester County,Massachusetts,25027,138887,128032,149218
Alcona County,Michigan,26001,2024,1323,2871
Alger County,Michigan,26003,1928,1230,2705
Allegan County,Michigan,26005,17927,14755,21485
Alpena County,Michigan,26007,5629,4104,7397
Antrim County,Michigan,26009,5226,3945,6670
Arenac County,Michigan,26011,3326,2228,4426
Baraga County,Michigan,26013,1521,930,2285
Barry County,Michigan,26015,13194,10537,16254
Bay County,Michigan,26017,20669,16992,24514
Benzie County,Michigan,26019,3997,3028,5031
Berrien County,Michigan,26021,25514,21323,30188
Branch County,Michigan,26023,8030,6003,10150
Calhoun County,Michigan,26025,27178,23117,31435
Cass County,Michigan,26027,10516,8052,13352
Charlevoix County,Michigan,26029,3412,2498,4587
Cheboygan County,Michigan,26031,5642,4206,7293
Chippewa County,Michigan,26033,9498,7342,11849
Clare County,Michigan,26035,7319,5653,9230
Clinton County,Michigan,26037,12848,10144,15726
Crawford County,Michigan,26039,2606,1693,3731
Delta County,Michigan,26041,6507,4831,8356
Dickinson County,Michigan,26043,3560,2400,4803
Eaton County,Michigan,26045,17695,14325,21487
Emmet County,Michigan,26047,4817,3651,6053
Genesee County,Michigan,26049,80325,73761,87209
Gladwin County,Michigan,26051,5563,3860,7409
Gogebic County,Michigan,26053,3205,2159,4504
Grand Traverse County,Michigan,26055,12623,10310,14999
Gratiot County,Michigan,26057,7236,5359,9397
Hillsdale County,Michigan,26059,7916,6133,10086
Houghton County,Michigan,26061,4958,3541,6671
Huron County,Michigan,26063,6368,4866,8015
Ingham County,Michigan,26065,43538,38223,48862
Ionia County,Michigan,26067,12850,10131,15743
Iosco County,Michigan,26069,5756,4296,7289
Iron County,Michigan,26071,2485,1656,3383
Isabella County,Michigan,26073,10067,7632,12744
Jackson County,Michigan,26075,29600,27203,32299
Kalamazoo County,Michigan,26077,37938,32409,43698
Kalkaska County,Michigan,26079,3900,2917,5034
Kent County,Michigan,26081,90081,81384,99202
Keweenaw County,Michigan,26083,374,226,557
Lake County,Michigan,26085,3209,2145,4404
Lapeer County,Michigan,26087,14541,11410,17915
Leelanau County,Michigan,26089,2889,2002,3957
Lenawee County,Michigan,26091,20110,16576,23671
Livingston County,Michigan,26093,29095,25913,32529
Luce County,Michigan,26095,980,576,1472
Mackinac County,Michigan,26097,2977,2116,3930
Macomb County,Michigan,26099,160726,146940,173539
Manistee County,Michigan,26101,3913,2863,5036
Marquette County,Michigan,26103,9557,7154,12100
Mason County,Michigan,26105,5962,4382,7722
Mecosta County,Michigan,26107,8073,6108,9997
Menominee County,Michigan,26109,4936,3591,6316
Midland County,Michigan,26111,13553,10721,16797
Missaukee County,Michigan,26113,2972,2194,3877
Monroe County,Michigan,26115,29628,24879,34778
Montcalm County,Michigan,26117,12836,10279,15495
Montmorency County,Michigan,26119,1731,1112,2485
Muskegon County,Michigan,26121,31992,28982,34849
Newaygo County,Michigan,26123,9538,7403,11722
Oakland County,Michigan,26125,180707,167447,194231
Oceana County,Michigan,26127,4773,3697,6029
Ogemaw County,Michigan,26129,5587,4084,7253
Ontonagon County,Michigan,26131,1355,855,1910
Osceola County,Michigan,26133,4046,2845,5361
Oscoda County,Michigan,26135,1828,1182,2533
Otsego County,Michigan,26137,4598,3223,6055
Ottawa County,Michigan,26139,38159,32016,44056
Presque Isle County,Michigan,26141,3149,2218,4292
Roscommon County,Michigan,26143,7502,5745,9296
Saginaw County,Michigan,26145,35799,31906,40374
Sanilac County,Michigan,26151,8847,7002,10933
Schoolcraft County,Michigan,26153,1664,1051,2395
Shiawassee County,Michigan,26155,14691,12227,17445
St. Clair County,Michigan,26147,32952,28192,37959
St. Joseph County,Michigan,26149,12014,9364,14757
Tuscola County,Michigan,26157,11791,9276,14489
Van Buren County,Michigan,26159,17388,13645,21261
Washtenaw County,Michigan,26161,42237,36854,47635
Wayne County,Michigan,26163,344672,327800,362664
Wexford County,Michigan,26165,7261,5886,8795
Aitkin County,Minnesota,27001,3464,2851,4070
Anoka County,Minnesota,27003,50799,46913,54986
Becker County,Minnesota,27005,6833,6062,7684
Beltrami County,Minnesota,27007,7497,6625,8418
Benton County,Minnesota,27009,5934,4913,7015
Big Stone County,Minnesota,27011,940,672,1235
Blue Earth County,Minnesota,27013,11035,9500,12652
Brown County,Minnesota,27015,4736,3916,5643
Carlton County,Minnesota,27017,5962,5078,6961
Carver County,Minnesota,27019,11359,9420,13624
Cass County,Minnesota,27021,6091,5174,7068
Chippewa County,Minnesota,27023,2352,1819,2995
Chisago County,Minnesota,27025,8733,7181,10437
Clay County,Minnesota,27027,8388,7191,9646
Clearwater County,Minnesota,27029,1774,1405,2194
Cook County,Minnesota,27031,882,608,1167
Cottonwood County,Minnesota,27033,2265,1686,2936
Crow Wing County,Minnesota,27035,10934,9512,12384
Dakota County,Minnesota,27037,54177,49747,58870
Dodge County,Minnesota,27039,3299,2602,4131
Douglas County,Minnesota,27041,6919,5936,8000
Faribault County,Minnesota,27043,2976,2361,3566
Fillmore County,Minnesota,27045,3740,2902,4606
Freeborn County,Minnesota,27047,5316,4279,6447
Goodhue County,Minnesota,27049,7191,6025,8447
Grant County,Minnesota,27051,1415,1077,1794
Hennepin County,Minnesota,27053,150548,143619,157671
Houston County,Minnesota,27055,3359,2649,4152
Hubbard County,Minnesota,27057,4150,3527,4826
Isanti County,Minnesota,27059,6908,5703,8255
Itasca County,Minnesota,27061,8130,7069,9366
Jackson County,Minnesota,27063,2007,1472,2625
Kanabec County,Minnesota,27065,3494,2884,4214
Kandiyohi County,Minnesota,27067,6690,5609,7806
Kittson County,Minnesota,27069,679,458,952
Koochiching County,Minnesota,27071,2769,2207,3341
Lac Qui Parle County,Minnesota,27073,1207,888,1587
Lake County,Minnesota,27075,2034,1536,2628
Lake Of The Woods County,Minnesota,27077,627,440,862
Le Sueur County,Minnesota,27079,3963,3097,4976
Lincoln County,Minnesota,27081,971,694,1274
Lyon County,Minnesota,27083,4789,3897,5773
Mahnomen County,Minnesota,27087,1146,902,1416
Marshall County,Minnesota,27089,2043,1575,2561
Martin County,Minnesota,27091,3238,2482,4006
Mcleod County,Minnesota,27085,7080,6026,8220
Meeker County,Minnesota,27093,3416,2689,4169
Mille Lacs County,Minnesota,27095,4910,4222,5652
Morrison County,Minnesota,27097,6232,5263,7375
Mower County,Minnesota,27099,7216,5944,8476
Murray County,Minnesota,27101,1387,1007,1817
Nicollet County,Minnesota,27103,4939,4023,5958
Nobles County,Minnesota,27105,3965,3145,4834
Norman County,Minnesota,27107,1186,906,1492
Olmsted County,Minnesota,27109,19487,17266,21752
Otter Tail County,Minnesota,27111,10442,9169,11774
Pennington County,Minnesota,27113,2316,1848,2835
Pine County,Minnesota,27115,6683,5743,7696
Pipestone County,Minnesota,27117,1744,1305,2227
Polk County,Minnesota,27119,6322,5397,7312
Pope County,Minnesota,27121,1774,1318,2298
Ramsey County,Minnesota,27123,78630,73628,83700
Red Lake County,Minnesota,27125,653,444,892
Redwood County,Minnesota,27127,3458,2836,4150
Renville County,Minnesota,27129,2800,2214,3402
Rice County,Minnesota,27131,8854,7380,10321
Rock County,Minnesota,27133,1959,1480,2489
Roseau County,Minnesota,27135,2838,2290,3434
Scott County,Minnesota,27139,18629,16002,21240
Sherburne County,Minnesota,27141,12163,10457,13877
Sibley County,Minnesota,27143,2958,2306,3667
St. Louis County,Minnesota,27137,31452,28963,34250
Stearns County,Minnesota,27145,24515,22262,26905
Steele County,Minnesota,27147,5536,4568,6658
Stevens County,Minnesota,27149,1322,937,1710
Swift County,Minnesota,27151,2138,1668,2608
Todd County,Minnesota,27153,4496,3681,5416
Traverse County,Minnesota,27155,761,554,1006
Wabasha County,Minnesota,27157,3932,3128,4822
Wadena County,Minnesota,27159,3039,2409,3702
Waseca County,Minnesota,27161,4001,3112,4864
Washington County,Minnesota,27163,29793,26599,32994
Watonwan County,Minnesota,27165,2099,1585,2645
Wilkin County,Minnesota,27167,1557,1168,1978
Winona County,Minnesota,27169,9272,7905,10749
Wright County,Minnesota,27171,18179,15744,20781
Yellow Medicine County,Minnesota,27173,1926,1471,2418
Adams County,Mississippi,28001,7099,6050,8255
Alcorn County,Mississippi,28003,8637,6994,10366
Amite County,Mississippi,28005,3979,3276,4691
Attala County,Mississippi,28007,4110,3226,5105
Benton County,Mississippi,28009,2382,1677,3057
Bolivar County,Mississippi,28011,7310,6030,8520
Calhoun County,Mississippi,28013,4208,3329,5117
Carroll County,Mississippi,28015,2698,2100,3330
Chickasaw County,Mississippi,28017,4133,3221,5007
Choctaw County,Mississippi,28019,2238,1758,2752
Claiborne County,Mississippi,28021,2525,1707,3545
Clarke County,Mississippi,28023,2836,2153,3645
Clay County,Mississippi,28025,4674,3724,5727
Coahoma County,Mississippi,28027,5670,4640,6767
Copiah County,Mississippi,28029,8611,6954,10364
Covington County,Mississippi,28031,4564,3540,5783
Desoto County,Mississippi,28033,33739,29055,38666
Forrest County,Mississippi,28035,15287,13209,17487
Franklin County,Mississippi,28037,2053,1538,2600
George County,Mississippi,28039,4569,3337,6032
Greene County,Mississippi,28041,3210,2296,4146
Grenada County,Mississippi,28043,4829,3901,5758
Hancock County,Mississippi,28045,10305,8049,12758
Harrison County,Mississippi,28047,41834,36778,46961
Hinds County,Mississippi,28049,52703,47303,58129
Holmes County,Mississippi,28051,5113,4231,6005
Humphreys County,Mississippi,28053,1700,1138,2297
Issaquena County,Mississippi,28055,215,102,434
Itawamba County,Mississippi,28057,5402,4361,6520
Jackson County,Mississippi,28059,27435,23625,31450
Jasper County,Mississippi,28061,4100,3103,5145
Jefferson County,Mississippi,28063,1967,1428,2624
Jefferson Davis County,Mississippi,28065,2953,2316,3716
Jones County,Mississippi,28067,18025,15805,20283
Kemper County,Mississippi,28069,1904,1364,2584
Lafayette County,Mississippi,28071,8877,7238,10796
Lamar County,Mississippi,28073,11529,9590,13608
Lauderdale County,Mississippi,28075,17071,15166,19117
Lawrence County,Mississippi,28077,3482,2852,4158
Leake County,Mississippi,28079,5754,4350,7117
Lee County,Mississippi,28081,17469,15028,19906
Leflore County,Mississippi,28083,6663,5615,7766
Lincoln County,Mississippi,28085,8178,7023,9494
Lowndes County,Mississippi,28087,11549,9820,13454
Madison County,Mississippi,28089,17052,13979,20713
Marion County,Mississippi,28091,5530,4445,6697
Marshall County,Mississippi,28093,10075,8099,12396
Monroe County,Mississippi,28095,9653,8185,11215
Montgomery County,Mississippi,28097,2173,1618,2775
Neshoba County,Mississippi,28099,6720,5528,7951
Newton County,Mississippi,28101,4330,3350,5286
Noxubee County,Mississippi,28103,2477,1752,3233
Oktibbeha County,Mississippi,28105,8367,6810,10169
Panola County,Mississippi,28107,9878,8451,11461
Pearl River County,Mississippi,28109,13629,11429,16154
Perry County,Mississippi,28111,3062,2298,3878
Pike County,Mississippi,28113,9620,8376,11081
Pontotoc County,Mississippi,28115,7508,5900,9091
Prentiss County,Mississippi,28117,7168,5701,8776
Quitman County,Mississippi,28119,2092,1547,2650
Rankin County,Mississippi,28121,32494,27916,37162
Scott County,Mississippi,28123,6603,5272,7989
Sharkey County,Mississippi,28125,1476,906,1956
Simpson County,Mississippi,28127,6350,4576,8362
Smith County,Mississippi,28129,3445,2640,4324
Stone County,Mississippi,28131,3701,2577,4933
Sunflower County,Mississippi,28133,6049,4750,7520
Tallahatchie County,Mississippi,28135,3699,2835,4574
Tate County,Mississippi,28137,6080,4886,7323
Tippah County,Mississippi,28139,7249,5773,8695
Tishomingo County,Mississippi,28141,6038,4820,7266
Tunica County,Mississippi,28143,2598,1759,3484
Union County,Mississippi,28145,6090,4552,7785
Walthall County,Mississippi,28147,3352,2678,4063
Warren County,Mississippi,28149,10692,8345,13324
Washington County,Mississippi,28151,11391,9979,12856
Wayne County,Mississippi,28153,5887,4666,7212
Webster County,Mississippi,28155,1813,1284,2374
Wilkinson County,Mississippi,28157,2328,1603,3084
Winston County,Mississippi,28159,5229,4283,6197
Yalobusha County,Mississippi,28161,3620,2877,4423
Yazoo County,Mississippi,28163,6788,4762,8853
Adair County,Missouri,29001,5434,4108,6894
Andrew County,Missouri,29003,2598,1849,3461
Atchison County,Missouri,29005,720,491,997
Audrain County,Missouri,29007,5791,4172,7649
Barry County,Missouri,29009,8973,6667,11373
Barton County,Missouri,29011,2551,1696,3528
Bates County,Missouri,29013,3025,2219,3918
Benton County,Missouri,29015,4604,3430,6046
Bollinger County,Missouri,29017,3006,2113,3934
Boone County,Missouri,29019,25057,20699,30036
Buchanan County,Missouri,29021,22584,19773,25398
Butler County,Missouri,29023,12080,9929,14435
Caldwell County,Missouri,29025,2156,1557,2805
Callaway County,Missouri,29027,8495,6402,10852
Camden County,Missouri,29029,9631,7436,12108
Cape Girardeau County,Missouri,29031,14051,11496,16869
Carroll County,Missouri,29033,1616,1145,2140
Carter County,Missouri,29035,1514,1013,2072
Cass County,Missouri,29037,20589,17490,24065
Cedar County,Missouri,29039,2575,1649,3685
Chariton County,Missouri,29041,1611,1151,2119
Christian County,Missouri,29043,14743,10958,18816
Clark County,Missouri,29045,1522,1036,2110
Clay County,Missouri,29047,42765,37507,48458
Clinton County,Missouri,29049,4677,3464,5981
Cole County,Missouri,29051,11594,8802,14885
Cooper County,Missouri,29053,3673,2396,5101
Crawford County,Missouri,29055,5180,3797,6618
Dade County,Missouri,29057,1660,1031,2353
Dallas County,Missouri,29059,3110,1883,4720
Daviess County,Missouri,29061,1995,1505,2499
Dekalb County,Missouri,29063,3257,2389,4288
Dent County,Missouri,29065,3238,2151,4501
Douglas County,Missouri,29067,2999,2061,3913
Dunklin County,Missouri,29069,9285,8199,10433
Franklin County,Missouri,29071,26867,22856,31259
Gasconade County,Missouri,29073,2751,1846,3836
Gentry County,Missouri,29075,1534,1098,2022
Greene County,Missouri,29077,51586,43712,58951
Grundy County,Missouri,29079,2177,1597,2793
Harrison County,Missouri,29081,2255,1751,2770
Henry County,Missouri,29083,4786,3415,6280
Hickory County,Missouri,29085,1926,1172,2832
Holt County,Missouri,29087,981,691,1292
Howard County,Missouri,29089,1620,1037,2326
Howell County,Missouri,29091,9564,7609,11608
Iron County,Missouri,29093,2274,1566,3058
Jackson County,Missouri,29095,119693,110818,128617
Jasper County,Missouri,29097,23024,17999,28256
Jefferson County,Missouri,29099,38022,31884,44366
Johnson County,Missouri,29101,11592,9789,13518
Knox County,Missouri,29103,1090,832,1421
Laclede County,Missouri,29105,7778,5940,10017
Lafayette County,Missouri,29107,6877,5473,8223
Lawrence County,Missouri,29109,8072,5864,10510
Lewis County,Missouri,29111,1935,1352,2613
Lincoln County,Missouri,29113,10918,8376,13597
Linn County,Missouri,29115,2903,2202,3689
Livingston County,Missouri,29117,3105,2267,4135
Macon County,Missouri,29121,3614,2781,4372
Madison County,Missouri,29123,2708,1814,3688
Maries County,Missouri,29125,2375,1633,3210
Marion County,Missouri,29127,7030,5648,8465
Mcdonald County,Missouri,29119,3588,2511,4801
Mercer County,Missouri,29129,733,467,1034
Miller County,Missouri,29131,6012,4450,7737
Mississippi County,Missouri,29133,4355,3571,5161
Moniteau County,Missouri,29135,3255,2291,4354
Monroe County,Missouri,29137,1824,1258,2410
Montgomery County,Missouri,29139,2257,1536,3148
Morgan County,Missouri,29141,4317,2973,5784
New Madrid County,Missouri,29143,5569,4756,6489
Newton County,Missouri,29145,12954,9966,16315
Nodaway County,Missouri,29147,4062,3072,5094
Oregon County,Missouri,29149,2523,1790,3336
Osage County,Missouri,29151,2424,1543,3446
Ozark County,Missouri,29153,2474,1689,3248
Pemiscot County,Missouri,29155,4195,3438,5032
Perry County,Missouri,29157,2827,1809,4040
Pettis County,Missouri,29159,9026,7068,11338
Phelps County,Missouri,29161,8241,5786,10658
Pike County,Missouri,29163,3969,2939,5149
Platte County,Missouri,29165,16966,13664,20339
Polk County,Missouri,29167,5604,3907,7701
Pulaski County,Missouri,29169,9057,6581,12129
Putnam County,Missouri,29171,1255,902,1638
Ralls County,Missouri,29173,2007,1409,2684
Randolph County,Missouri,29175,6223,4998,7453
Ray County,Missouri,29177,4640,3271,6205
Reynolds County,Missouri,29179,1296,886,1781
Ripley County,Missouri,29181,3427,2491,4331
Saline County,Missouri,29195,5334,4095,6620
Schuyler County,Missouri,29197,880,557,1243
Scotland County,Missouri,29199,1276,899,1634
Scott County,Missouri,29201,10274,8946,11638
Shannon County,Missouri,29203,1777,1225,2447
Shelby County,Missouri,29205,1031,676,1486
St. Charles County,Missouri,29183,59482,51673,68074
St. Clair County,Missouri,29185,2006,1303,2796
St. Francois County,Missouri,29187,16199,13371,19285
St. Louis City,Missouri,29510,68622,62407,75158
St. Louis County,Missouri,29189,162185,149798,174532
Ste. Genevieve County,Missouri,29186,2955,2041,3978
Stoddard County,Missouri,29207,7885,6766,9091
Stone County,Missouri,29209,7361,5482,9648
Sullivan County,Missouri,29211,1466,1074,1915
Taney County,Missouri,29213,13896,10474,17311
Texas County,Missouri,29215,6832,5061,8672
Vernon County,Missouri,29217,4257,2947,5833
Warren County,Missouri,29219,6288,4555,8275
Washington County,Missouri,29221,6567,4972,8244
Wayne County,Missouri,29223,3025,2182,3999
Webster County,Missouri,29225,7078,4838,9653
Worth County,Missouri,29227,403,250,594
Wright County,Missouri,29229,3510,2511,4799
Beaverhead County,Montana,30001,1483,1114,1907
Big Horn County,Montana,30003,2119,1828,2442
Blaine County,Montana,30005,1224,1075,1385
Broadwater County,Montana,30007,1085,745,1510
Carbon County,Montana,30009,1921,1488,2423
Carter County,Montana,30011,211,138,292
Cascade County,Montana,30013,14753,13255,16350
Chouteau County,Montana,30015,1120,855,1441
Custer County,Montana,30017,2015,1627,2425
Daniels County,Montana,30019,337,227,455
Dawson County,Montana,30021,1895,1551,2233
Deer Lodge County,Montana,30023,2351,1788,2935
Fallon County,Montana,30025,535,393,694
Fergus County,Montana,30027,2372,1930,2823
Flathead County,Montana,30029,15141,13158,17217
Gallatin County,Montana,30031,10632,8886,12364
Garfield County,Montana,30033,269,183,366
Glacier County,Montana,30035,2791,2517,3072
Golden Valley County,Montana,30037,182,115,255
Granite County,Montana,30039,501,319,717
Hill County,Montana,30041,3183,2865,3531
Jefferson County,Montana,30043,2014,1489,2616
Judith Basin County,Montana,30045,332,215,477
Lake County,Montana,30047,5074,4567,5642
Lewis And Clark County,Montana,30049,10529,8851,12411
Liberty County,Montana,30051,447,279,633
Lincoln County,Montana,30053,3259,2703,3847
Madison County,Montana,30057,1542,1199,1911
Mccone County,Montana,30055,364,264,489
Meagher County,Montana,30059,344,234,467
Mineral County,Montana,30061,834,568,1138
Missoula County,Montana,30063,16414,14169,18883
Musselshell County,Montana,30065,1075,827,1379
Park County,Montana,30067,3144,2534,3800
Petroleum County,Montana,30069,80,45,128
Phillips County,Montana,30071,1024,808,1223
Pondera County,Montana,30073,1054,816,1331
Powder River County,Montana,30075,384,276,512
Powell County,Montana,30077,1631,1162,2128
Prairie County,Montana,30079,225,148,306
Ravalli County,Montana,30081,7694,6348,9226
Richland County,Montana,30083,2283,1887,2688
Roosevelt County,Montana,30085,2108,1839,2385
Rosebud County,Montana,30087,1608,1351,1871
Sanders County,Montana,30089,2818,2339,3300
Sheridan County,Montana,30091,853,671,1054
Silver Bow County,Montana,30093,6280,5139,7562
Stillwater County,Montana,30095,1610,1230,2031
Sweet Grass County,Montana,30097,737,543,982
Teton County,Montana,30099,987,734,1243
Toole County,Montana,30101,1034,780,1318
Treasure County,Montana,30103,139,90,203
Valley County,Montana,30105,1744,1457,2039
Wheatland County,Montana,30107,360,232,517
Wibaux County,Montana,30109,157,96,234
Yellowstone County,Montana,30111,27060,24532,29538
Adams County,Nebraska,31001,6171,5495,6835
Antelope County,Nebraska,31003,1053,859,1271
Arthur County,Nebraska,31005,72,44,109
Banner County,Nebraska,31007,105,62,153
Blaine County,Nebraska,31009,98,63,136
Boone County,Nebraska,31011,1124,931,1335
Box Butte County,Nebraska,31013,1953,1647,2297
Boyd County,Nebraska,31015,420,318,530
Brown County,Nebraska,31017,622,472,771
Buffalo County,Nebraska,31019,7828,6963,8754
Burt County,Nebraska,31021,1684,1459,1918
Butler County,Nebraska,31023,1430,1209,1683
Cass County,Nebraska,31025,4987,4516,5513
Cedar County,Nebraska,31027,1490,1295,1690
Chase County,Nebraska,31029,696,543,860
Cherry County,Nebraska,31031,1399,1214,1598
Cheyenne County,Nebraska,31033,1625,1331,1964
Clay County,Nebraska,31035,1262,1025,1523
Colfax County,Nebraska,31037,1920,1586,2301
Cuming County,Nebraska,31039,1668,1397,1952
Custer County,Nebraska,31041,2204,1937,2487
Dakota County,Nebraska,31043,4544,4185,4939
Dawes County,Nebraska,31045,1407,1131,1747
Dawson County,Nebraska,31047,4180,3585,4825
Deuel County,Nebraska,31049,396,289,513
Dixon County,Nebraska,31051,1332,1149,1514
Dodge County,Nebraska,31053,7880,7183,8630
Douglas County,Nebraska,31055,84432,79924,89378
Dundy County,Nebraska,31057,427,325,537
Fillmore County,Nebraska,31059,1107,873,1351
Franklin County,Nebraska,31061,726,555,914
Frontier County,Nebraska,31063,586,444,744
Furnas County,Nebraska,31065,1051,866,1237
Gage County,Nebraska,31067,4481,3918,5021
Garden County,Nebraska,31069,417,309,543
Garfield County,Nebraska,31071,443,330,559
Gosper County,Nebraska,31073,319,206,446
Grant County,Nebraska,31075,180,134,233
Greeley County,Nebraska,31077,584,471,701
Hall County,Nebraska,31079,11885,10726,13029
Hamilton County,Nebraska,31081,1642,1351,1935
Harlan County,Nebraska,31083,688,502,890
Hayes County,Nebraska,31085,178,125,240
Hitchcock County,Nebraska,31087,658,531,804
Holt County,Nebraska,31089,2061,1791,2352
Hooker County,Nebraska,31091,114,78,160
Howard County,Nebraska,31093,1371,1154,1605
Jefferson County,Nebraska,31095,1564,1315,1816
Johnson County,Nebraska,31097,1271,1055,1516
Kearney County,Nebraska,31099,1016,770,1268
Keith County,Nebraska,31101,1776,1498,2055
Keya Paha County,Nebraska,31103,171,118,238
Kimball County,Nebraska,31105,843,668,1037
Knox County,Nebraska,31107,1813,1594,2022
Lancaster County,Nebraska,31109,39883,37556,42418
Lincoln County,Nebraska,31111,6910,6346,7481
Logan County,Nebraska,31113,156,109,207
Loup County,Nebraska,31115,137,96,189
Madison County,Nebraska,31119,6697,6071,7329
Mcpherson County,Nebraska,31117,114,70,160
Merrick County,Nebraska,31121,1841,1536,2201
Morrill County,Nebraska,31123,1070,867,1289
Nance County,Nebraska,31125,865,694,1047
Nemaha County,Nebraska,31127,1412,1180,1662
Nuckolls County,Nebraska,31129,1036,852,1242
Otoe County,Nebraska,31131,3375,2993,3737
Pawnee County,Nebraska,31133,546,415,695
Perkins County,Nebraska,31135,481,376,604
Phelps County,Nebraska,31137,1714,1379,2062
Pierce County,Nebraska,31139,1432,1218,1666
Platte County,Nebraska,31141,5084,4509,5701
Polk County,Nebraska,31143,1154,940,1376
Red Willow County,Nebraska,31145,1871,1580,2188
Richardson County,Nebraska,31147,1813,1554,2079
Rock County,Nebraska,31149,363,281,454
Saline County,Nebraska,31151,3004,2560,3444
Sarpy County,Nebraska,31153,25327,23024,27770
Saunders County,Nebraska,31155,3343,2856,3871
Scotts Bluff County,Nebraska,31157,6707,6132,7341
Seward County,Nebraska,31159,2779,2380,3187
Sheridan County,Nebraska,31161,1157,969,1322
Sherman County,Nebraska,31163,604,459,752
Sioux County,Nebraska,31165,289,206,374
Stanton County,Nebraska,31167,1091,848,1331
Thayer County,Nebraska,31169,864,669,1083
Thomas County,Nebraska,31171,121,82,170
Thurston County,Nebraska,31173,1282,1113,1465
Valley County,Nebraska,31175,748,594,912
Washington County,Nebraska,31177,3348,2808,3893
Wayne County,Nebraska,31179,1440,1232,1694
Webster County,Nebraska,31181,823,668,994
Wheeler County,Nebraska,31183,209,153,268
York County,Nebraska,31185,2682,2343,3035
Carson City,Nevada,32510,8355,7139,9842
Churchill County,Nevada,32001,4977,4080,5931
Clark County,Nevada,32003,380244,359406,402293
Douglas County,Nevada,32005,7695,6403,9091
Elko County,Nevada,32007,8657,7323,10248
Esmeralda County,Nevada,32009,236,146,333
Eureka County,Nevada,32011,365,229,550
Humboldt County,Nevada,32013,2172,1616,2811
Lander County,Nevada,32015,802,535,1197
Lincoln County,Nevada,32017,1192,832,1573
Lyon County,Nevada,32019,9623,8076,11296
Mineral County,Nevada,32021,1091,750,1464
Nye County,Nevada,32023,9669,8174,11137
Pershing County,Nevada,32027,1507,1063,2058
Storey County,Nevada,32029,857,586,1158
Washoe County,Nevada,32031,61847,57348,66720
White Pine County,Nevada,32033,1831,1338,2353
Belknap County,New Hampshire,33001,10353,9122,11463
Carroll County,New Hampshire,33003,9031,8099,9942
Cheshire County,New Hampshire,33005,12143,10861,13590
Coos County,New Hampshire,33007,6764,6014,7518
Grafton County,New Hampshire,33009,13318,11611,14987
Hillsborough County,New Hampshire,33011,69106,65168,73486
Merrimack County,New Hampshire,33013,23028,20999,25177
Rockingham County,New Hampshire,33015,43876,40288,47673
Strafford County,New Hampshire,33017,23110,20830,25248
Sullivan County,New Hampshire,33019,8778,7928,9616
Atlantic County,New Jersey,34001,65565,59692,72258
Bergen County,New Jersey,34003,173719,155448,193236
Burlington County,New Jersey,34005,84686,75789,94455
Camden County,New Jersey,34007,110431,101011,120244
Cape May County,New Jersey,34009,20990,18647,23445
Cumberland County,New Jersey,34011,35588,32114,38989
Essex County,New Jersey,34013,172592,160291,185345
Gloucester County,New Jersey,34015,64455,57817,70915
Hudson County,New Jersey,34017,149164,133868,164035
Hunterdon County,New Jersey,34019,17698,15212,20254
Mercer County,New Jersey,34021,71258,64277,78949
Middlesex County,New Jersey,34023,161299,145255,176950
Monmouth County,New Jersey,34025,113011,99153,126791
Morris County,New Jersey,34027,78785,69713,87665
Ocean County,New Jersey,34029,134014,121234,146697
Passaic County,New Jersey,34031,102980,91897,113906
Salem County,New Jersey,34033,15624,14213,17265
Somerset County,New Jersey,34035,51781,45344,58715
Sussex County,New Jersey,34037,27673,24489,30556
Union County,New Jersey,34039,107858,96727,118758
