Obesity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Allegany County,Maryland,24001,19585,17681,21498
Anne Arundel County,Maryland,24003,133109,125890,140583
Baltimore City,Maryland,24510,165593,156782,174868
Baltimore County,Maryland,24005,197177,187886,206486
Calvert County,Maryland,24009,21217,19303,23271
Caroline County,Maryland,24011,10035,9200,10873
Carroll County,Maryland,24013,39248,35498,43130
Cecil County,Maryland,24015,27450,25151,29792
Charles County,Maryland,24017,46655,43787,49814
Dorchester County,Maryland,24019,9987,9227,10766
Frederick County,Maryland,24021,56830,53470,60575
Garrett County,Maryland,24023,8221,7542,8950
Harford County,Maryland,24025,60334,55511,65543
Howard County,Maryland,24027,60720,55943,66169
Kent County,Maryland,24029,4729,4166,5306
Montgomery County,Maryland,24031,171260,161243,181074
Prince Georges County,Maryland,24033,257058,246414,268907
Queen Annes County,Maryland,24035,10716,9721,11642
Somerset County,Maryland,24039,8446,7283,9543
St. Marys County,Maryland,24037,30229,27817,32574
Talbot County,Maryland,24041,8678,7973,9415
Washington County,Maryland,24043,42069,39393,45105
Wicomico County,Maryland,24045,26700,24606,28954
Worcester County,Maryland,24047,15240,13633,16697
Barnstable County,Massachusetts,25001,39781,34320,45252
Berkshire County,Massachusetts,25003,27002,22982,31473
Bristol County,Massachusetts,25005,123280,113542,133370
Dukes County,Massachusetts,25007,3972,2917,5119
Essex County,Massachusetts,25009,155673,142855,168003
Franklin County,Massachusetts,25011,16229,13491,19414
Hampden County,Massachusetts,25013,107520,97785,116305
Hampshire County,Massachusetts,25015,26649,22376,31426
Middlesex County,Massachusetts,25017,267249,252071,283006
Nantucket County,Massachusetts,25019,2183,1432,3137
Norfolk County,Massachusetts,25021,131497,121355,142454
Plymouth County,Massachusetts,25023,106384,97784,115524
Suffolk County,Massachusetts,25025,135541,124991,147400
Worcester County,Massachusetts,25027,177026,165787,189271
Alcona County,Michigan,26001,2830,1986,3831
Alger County,Michigan,26003,2738,1933,3627
Allegan County,Michigan,26005,27344,23443,31137
Alpena County,Michigan,26007,7864,6138,9698
Antrim County,Michigan,26009,5974,4644,7429
Arenac County,Michigan,26011,4633,3480,5978
Baraga County,Michigan,26013,2042,1265,2954
Barry County,Michigan,26015,15378,12474,18342
Bay County,Michigan,26017,28915,24757,33255
Benzie County,Michigan,26019,4527,3464,5603
Berrien County,Michigan,26021,40002,34719,45564
Branch County,Michigan,26023,12493,10058,15060
Calhoun County,Michigan,26025,36764,32114,41761
Cass County,Michigan,26027,14345,11212,17721
Charlevoix County,Michigan,26029,7730,6200,9233
Cheboygan County,Michigan,26031,6254,4700,7926
Chippewa County,Michigan,26033,12845,10273,15244
Clare County,Michigan,26035,8603,6787,10491
Clinton County,Michigan,26037,20473,16914,24161
Crawford County,Michigan,26039,3588,2618,4722
Delta County,Michigan,26041,10128,7960,12294
Dickinson County,Michigan,26043,4535,3021,6315
Eaton County,Michigan,26045,28551,24722,32871
Emmet County,Michigan,26047,6684,5306,8190
Genesee County,Michigan,26049,109124,101584,117397
Gladwin County,Michigan,26051,8959,7069,10887
Gogebic County,Michigan,26053,3769,2450,5139
Grand Traverse County,Michigan,26055,20114,17300,23262
Gratiot County,Michigan,26057,14326,11546,17263
Hillsdale County,Michigan,26059,12082,9827,14385
Houghton County,Michigan,26061,6776,4981,8686
Huron County,Michigan,26063,9520,7776,11425
Ingham County,Michigan,26065,68050,61982,74605
Ionia County,Michigan,26067,17696,14687,20975
Iosco County,Michigan,26069,6866,5481,8386
Iron County,Michigan,26071,2615,1793,3584
Isabella County,Michigan,26073,19271,15599,23209
Jackson County,Michigan,26075,42148,38801,45468
Kalamazoo County,Michigan,26077,60303,53489,67533
Kalkaska County,Michigan,26079,4725,3548,5841
Kent County,Michigan,26081,143276,132142,154292
Keweenaw County,Michigan,26083,554,335,777
Lake County,Michigan,26085,2611,1688,3688
Lapeer County,Michigan,26087,22461,18915,26004
Leelanau County,Michigan,26089,4766,3498,6127
Lenawee County,Michigan,26091,28897,24735,32903
Livingston County,Michigan,26093,42353,38328,46297
Luce County,Michigan,26095,1647,1016,2401
Mackinac County,Michigan,26097,3885,2939,4878
Macomb County,Michigan,26099,214587,200749,229112
Manistee County,Michigan,26101,6043,4777,7601
Marquette County,Michigan,26103,17498,14360,20653
Mason County,Michigan,26105,7669,5934,9358
Mecosta County,Michigan,26107,12222,10117,14563
Menominee County,Michigan,26109,5998,4496,7611
Midland County,Michigan,26111,23033,19698,26741
Missaukee County,Michigan,26113,4292,3356,5258
Monroe County,Michigan,26115,44402,39175,50272
Montcalm County,Michigan,26117,20237,16927,23613
Montmorency County,Michigan,26119,2593,1814,3431
Muskegon County,Michigan,26121,47333,43772,50849
Newaygo County,Michigan,26123,11813,9636,14088
Oakland County,Michigan,26125,238922,224322,254198
Oceana County,Michigan,26127,7580,6137,9078
Ogemaw County,Michigan,26129,7115,5431,8889
Ontonagon County,Michigan,26131,1629,1087,2214
Osceola County,Michigan,26133,6698,5363,8155
Oscoda County,Michigan,26135,1989,1236,2790
Otsego County,Michigan,26137,6227,4722,7685
Ottawa County,Michigan,26139,54520,48247,61238
Presque Isle County,Michigan,26141,3128,2148,4146
Roscommon County,Michigan,26143,8163,6627,9773
Saginaw County,Michigan,26145,57224,52157,62601
Sanilac County,Michigan,26151,10964,8944,13136
Schoolcraft County,Michigan,26153,1773,1109,2600
Shiawassee County,Michigan,26155,20536,17975,23436
St. Clair County,Michigan,26147,41985,36152,48074
St. Joseph County,Michigan,26149,15216,12311,18161
Tuscola County,Michigan,26157,13544,11013,16341
Van Buren County,Michigan,26159,20456,16700,23844
Washtenaw County,Michigan,26161,71093,64361,78593
Wayne County,Michigan,26163,450636,429416,470911
Wexford County,Michigan,26165,8042,6466,9733
Aitkin County,Minnesota,27001,3863,3284,4523
Anoka County,Minnesota,27003,80871,75720,85842
Becker County,Minnesota,27005,8093,7271,9001
Beltrami County,Minnesota,27007,11300,10218,12342
Benton County,Minnesota,27009,8767,7529,10077
Big Stone County,Minnesota,27011,1480,1161,1836
Blue Earth County,Minnesota,27013,16990,15035,19043
Brown County,Minnesota,27015,6741,5771,7732
Carlton County,Minnesota,27017,8757,7762,9825
Carver County,Minnesota,27019,18810,16229,21554
Cass County,Minnesota,27021,7488,6535,8446
Chippewa County,Minnesota,27023,3028,2450,3654
Chisago County,Minnesota,27025,11374,9534,13336
Clay County,Minnesota,27027,12940,11289,14643
Clearwater County,Minnesota,27029,1988,1588,2390
Cook County,Minnesota,27031,1123,820,1480
Cottonwood County,Minnesota,27033,3184,2505,3831
Crow Wing County,Minnesota,27035,14173,12587,15838
Dakota County,Minnesota,27037,94806,89432,100383
Dodge County,Minnesota,27039,6098,5217,6978
Douglas County,Minnesota,27041,9796,8620,10853
Faribault County,Minnesota,27043,3801,3166,4429
Fillmore County,Minnesota,27045,4446,3505,5421
Freeborn County,Minnesota,27047,8509,7272,9812
Goodhue County,Minnesota,27049,11864,10357,13348
Grant County,Minnesota,27051,1492,1161,1840
Hennepin County,Minnesota,27053,215912,207042,224432
Houston County,Minnesota,27055,4615,3809,5499
Hubbard County,Minnesota,27057,5132,4450,5877
Isanti County,Minnesota,27059,10150,8724,11715
Itasca County,Minnesota,27061,12345,11077,13709
Jackson County,Minnesota,27063,2626,2082,3223
Kanabec County,Minnesota,27065,3877,3179,4627
Kandiyohi County,Minnesota,27067,9038,7807,10382
Kittson County,Minnesota,27069,1117,806,1479
Koochiching County,Minnesota,27071,3265,2592,3967
Lac Qui Parle County,Minnesota,27073,1926,1531,2339
Lake County,Minnesota,27075,2360,1792,2956
Lake Of The Woods County,Minnesota,27077,802,561,1073
Le Sueur County,Minnesota,27079,6882,5729,8154
Lincoln County,Minnesota,27081,1289,962,1591
Lyon County,Minnesota,27083,6020,5046,7106
Mahnomen County,Minnesota,27087,1413,1097,1747
Marshall County,Minnesota,27089,3061,2552,3549
Martin County,Minnesota,27091,4998,4054,5940
Mcleod County,Minnesota,27085,10432,9172,11602
Meeker County,Minnesota,27093,6176,5281,7118
Mille Lacs County,Minnesota,27095,5851,5012,6708
Morrison County,Minnesota,27097,7410,6346,8579
Mower County,Minnesota,27099,9549,8121,10918
Murray County,Minnesota,27101,2532,2062,3049
Nicollet County,Minnesota,27103,7476,6286,8705
Nobles County,Minnesota,27105,5201,4233,6252
Norman County,Minnesota,27107,1803,1451,2163
Olmsted County,Minnesota,27109,30817,28152,33597
Otter Tail County,Minnesota,27111,14273,12770,15706
Pennington County,Minnesota,27113,3414,2840,4028
Pine County,Minnesota,27115,8655,7610,9711
Pipestone County,Minnesota,27117,2208,1727,2810
Polk County,Minnesota,27119,8772,7750,9839
Pope County,Minnesota,27121,2615,2025,3243
Ramsey County,Minnesota,27123,113566,107425,119801
Red Lake County,Minnesota,27125,983,731,1255
Redwood County,Minnesota,27127,3789,3080,4521
Renville County,Minnesota,27129,4041,3339,4768
Rice County,Minnesota,27131,13540,11772,15400
Rock County,Minnesota,27133,2184,1677,2693
Roseau County,Minnesota,27135,4112,3423,4819
Scott County,Minnesota,27139,29844,26656,33068
Sherburne County,Minnesota,27141,21631,19412,24235
Sibley County,Minnesota,27143,4168,3386,4924
St. Louis County,Minnesota,27137,43875,40697,47084
Stearns County,Minnesota,27145,34514,31659,37415
Steele County,Minnesota,27147,8877,7645,10186
Stevens County,Minnesota,27149,2106,1683,2537
Swift County,Minnesota,27151,2779,2226,3336
Todd County,Minnesota,27153,6871,5861,7894
Traverse County,Minnesota,27155,788,570,1031
Wabasha County,Minnesota,27157,6635,5625,7649
Wadena County,Minnesota,27159,3886,3212,4598
Waseca County,Minnesota,27161,4238,3356,5193
Washington County,Minnesota,27163,49306,45047,53506
Watonwan County,Minnesota,27165,2648,2099,3247
Wilkin County,Minnesota,27167,1578,1190,1985
Winona County,Minnesota,27169,11183,9545,12982
Wright County,Minnesota,27171,30666,27663,33755
Yellow Medicine County,Minnesota,27173,2852,2280,3439
Adams County,Mississippi,28001,9276,7992,10661
Alcorn County,Mississippi,28003,10676,8854,12605
Amite County,Mississippi,28005,3880,3151,4634
Attala County,Mississippi,28007,5714,4708,6711
Benton County,Mississippi,28009,2717,1993,3424
Bolivar County,Mississippi,28011,9231,7798,10610
Calhoun County,Mississippi,28013,4021,3172,4970
Carroll County,Mississippi,28015,2290,1645,3054
Chickasaw County,Mississippi,28017,5495,4430,6564
Choctaw County,Mississippi,28019,2701,2122,3297
Claiborne County,Mississippi,28021,3095,2135,4119
Clarke County,Mississippi,28023,3965,3080,4832
Clay County,Mississippi,28025,7345,6155,8523
Coahoma County,Mississippi,28027,6906,5753,8119
Copiah County,Mississippi,28029,9103,7291,10865
Covington County,Mississippi,28031,5548,4336,6746
Desoto County,Mississippi,28033,48499,42333,54369
Forrest County,Mississippi,28035,18956,16460,21541
Franklin County,Mississippi,28037,2030,1500,2602
George County,Mississippi,28039,6447,4668,8092
Greene County,Mississippi,28041,5011,3809,6077
Grenada County,Mississippi,28043,6978,5902,8013
Hancock County,Mississippi,28045,12645,10190,15209
Harrison County,Mississippi,28047,52983,46772,58685
Hinds County,Mississippi,28049,70355,63954,76874
Holmes County,Mississippi,28051,6373,5363,7363
Humphreys County,Mississippi,28053,3171,2455,3865
Issaquena County,Mississippi,28055,243,92,505
Itawamba County,Mississippi,28057,6155,5019,7389
Jackson County,Mississippi,28059,37519,32876,41998
Jasper County,Mississippi,28061,5986,4761,7080
Jefferson County,Mississippi,28063,2760,2125,3397
Jefferson Davis County,Mississippi,28065,3673,2879,4553
Jones County,Mississippi,28067,19342,16917,21949
Kemper County,Mississippi,28069,3295,2486,4074
Lafayette County,Mississippi,28071,13137,10991,15557
Lamar County,Mississippi,28073,16135,13727,18728
Lauderdale County,Mississippi,28075,20694,18061,23067
Lawrence County,Mississippi,28077,3259,2637,3938
Leake County,Mississippi,28079,8044,6641,9343
Lee County,Mississippi,28081,20108,17810,22691
Leflore County,Mississippi,28083,8339,7107,9524
Lincoln County,Mississippi,28085,9782,8372,11228
Lowndes County,Mississippi,28087,16095,14225,18237
Madison County,Mississippi,28089,28048,24061,32068
Marion County,Mississippi,28091,7154,5662,8534
Marshall County,Mississippi,28093,12188,9912,14431
Monroe County,Mississippi,28095,10329,8798,11924
Montgomery County,Mississippi,28097,2889,2249,3527
Neshoba County,Mississippi,28099,8261,6967,9568
Newton County,Mississippi,28101,5496,4503,6558
Noxubee County,Mississippi,28103,3909,3010,4798
Oktibbeha County,Mississippi,28105,13565,11502,15628
Panola County,Mississippi,28107,10832,9361,12335
Pearl River County,Mississippi,28109,16518,13894,19253
Perry County,Mississippi,28111,3560,2710,4383
Pike County,Mississippi,28113,10389,9037,11735
Pontotoc County,Mississippi,28115,8707,7014,10461
Prentiss County,Mississippi,28117,7120,5538,8753
Quitman County,Mississippi,28119,1846,1272,2466
Rankin County,Mississippi,28121,43435,37815,48793
Scott County,Mississippi,28123,10078,8585,11549
Sharkey County,Mississippi,28125,1359,710,1967
Simpson County,Mississippi,28127,10050,7856,11948
Smith County,Mississippi,28129,4918,3928,6016
Stone County,Mississippi,28131,5050,3613,6538
Sunflower County,Mississippi,28133,10462,8966,12015
Tallahatchie County,Mississippi,28135,4658,3731,5675
Tate County,Mississippi,28137,8816,7458,10214
Tippah County,Mississippi,28139,6561,5086,8043
Tishomingo County,Mississippi,28141,5777,4527,6965
Tunica County,Mississippi,28143,3021,2142,3880
Union County,Mississippi,28145,7588,5959,9242
Walthall County,Mississippi,28147,4556,3763,5381
Warren County,Mississippi,28149,13058,10304,15708
Washington County,Mississippi,28151,14276,12746,15938
Wayne County,Mississippi,28153,7140,5854,8396
Webster County,Mississippi,28155,2745,2118,3412
Wilkinson County,Mississippi,28157,3358,2642,4093
Winston County,Mississippi,28159,5945,4950,6883
Yalobusha County,Mississippi,28161,3941,3120,4907
Yazoo County,Mississippi,28163,9139,6949,11614
Adair County,Missouri,29001,5400,4123,6699
Andrew County,Missouri,29003,3764,2797,4835
Atchison County,Missouri,29005,1526,1169,1915
Audrain County,Missouri,29007,6455,4674,8379
Barry County,Missouri,29009,10711,8288,13156
Barton County,Missouri,29011,2487,1623,3395
Bates County,Missouri,29013,4589,3590,5643
Benton County,Missouri,29015,5308,4043,6593
Bollinger County,Missouri,29017,3518,2676,4587
Boone County,Missouri,29019,37565,31947,43439
Buchanan County,Missouri,29021,25982,23060,29068
Butler County,Missouri,29023,11994,9655,14364
Caldwell County,Missouri,29025,2353,1672,3009
Callaway County,Missouri,29027,12361,9949,14980
Camden County,Missouri,29029,8623,6571,11104
Cape Girardeau County,Missouri,29031,19024,15752,22445
Carroll County,Missouri,29033,2164,1669,2718
Carter County,Missouri,29035,1380,909,1920
Cass County,Missouri,29037,27759,24096,31649
Cedar County,Missouri,29039,3293,2213,4507
Chariton County,Missouri,29041,2052,1566,2546
Christian County,Missouri,29043,20996,16595,26090
Clark County,Missouri,29045,1575,1079,2100
Clay County,Missouri,29047,59481,53187,65466
Clinton County,Missouri,29049,5194,3958,6586
Cole County,Missouri,29051,23371,19027,27786
Cooper County,Missouri,29053,4503,3171,5934
Crawford County,Missouri,29055,7196,5576,8828
Dade County,Missouri,29057,2111,1477,2796
Dallas County,Missouri,29059,3814,2406,5271
Daviess County,Missouri,29061,2477,1932,3051
Dekalb County,Missouri,29063,3566,2571,4669
Dent County,Missouri,29065,2918,1848,4208
Douglas County,Missouri,29067,3075,2200,4155
Dunklin County,Missouri,29069,9021,7880,10237
Franklin County,Missouri,29071,28166,23685,33099
Gasconade County,Missouri,29073,3474,2461,4633
Gentry County,Missouri,29075,1524,1092,1989
Greene County,Missouri,29077,67827,58487,77841
Grundy County,Missouri,29079,2366,1756,3034
Harrison County,Missouri,29081,2280,1740,2810
Henry County,Missouri,29083,5288,3769,7027
Hickory County,Missouri,29085,2261,1347,3215
Holt County,Missouri,29087,1056,732,1431
Howard County,Missouri,29089,2440,1615,3345
Howell County,Missouri,29091,10434,8502,12446
Iron County,Missouri,29093,2962,2128,3897
Jackson County,Missouri,29095,162910,153041,173027
Jasper County,Missouri,29097,32120,26722,38213
Jefferson County,Missouri,29099,55336,47899,62959
Johnson County,Missouri,29101,12967,10869,15247
Knox County,Missouri,29103,986,710,1299
Laclede County,Missouri,29105,8771,6600,11236
Lafayette County,Missouri,29107,8277,6812,9895
Lawrence County,Missouri,29109,8629,6401,10913
Lewis County,Missouri,29111,2909,2156,3618
Lincoln County,Missouri,29113,14473,11410,17579
Linn County,Missouri,29115,2602,1901,3347
Livingston County,Missouri,29117,4286,3303,5338
Macon County,Missouri,29121,3925,3214,4682
Madison County,Missouri,29123,3115,2150,4139
Maries County,Missouri,29125,2666,1897,3481
Marion County,Missouri,29127,7659,6193,9252
Mcdonald County,Missouri,29119,5599,3985,7166
Mercer County,Missouri,29129,606,365,927
Miller County,Missouri,29131,7115,5392,8952
Mississippi County,Missouri,29133,4085,3183,4948
Moniteau County,Missouri,29135,4384,3163,5656
Monroe County,Missouri,29137,2504,1801,3278
Montgomery County,Missouri,29139,1620,987,2461
Morgan County,Missouri,29141,4073,2798,5424
New Madrid County,Missouri,29143,4408,3562,5256
Newton County,Missouri,29145,13028,10168,16117
Nodaway County,Missouri,29147,6054,4891,7346
Oregon County,Missouri,29149,2351,1522,3236
Osage County,Missouri,29151,2339,1535,3417
Ozark County,Missouri,29153,2069,1424,2812
Pemiscot County,Missouri,29155,4203,3475,5020
Perry County,Missouri,29157,5051,3734,6445
Pettis County,Missouri,29159,12801,10328,15027
Phelps County,Missouri,29161,11740,9160,14670
Pike County,Missouri,29163,5770,4482,7062
Platte County,Missouri,29165,20437,17008,24324
Polk County,Missouri,29167,8478,6301,10814
Pulaski County,Missouri,29169,12034,9206,15243
Putnam County,Missouri,29171,1113,762,1558
Ralls County,Missouri,29173,2054,1439,2866
Randolph County,Missouri,29175,7356,6046,8745
Ray County,Missouri,29177,5507,4058,7053
Reynolds County,Missouri,29179,1568,1050,2099
Ripley County,Missouri,29181,3499,2657,4358
Saline County,Missouri,29195,6286,4928,7591
Schuyler County,Missouri,29197,1143,817,1475
Scotland County,Missouri,29199,1016,696,1385
Scott County,Missouri,29201,10495,9029,12013
Shannon County,Missouri,29203,1803,1187,2461
Shelby County,Missouri,29205,1203,836,1591
St. Charles County,Missouri,29183,93251,82981,103541
St. Clair County,Missouri,29185,2634,1785,3506
St. Francois County,Missouri,29187,21065,17844,24330
St. Louis City,Missouri,29510,84929,76721,92989
St. Louis County,Missouri,29189,214620,199908,228156
Ste. Genevieve County,Missouri,29186,4073,2811,5389
Stoddard County,Missouri,29207,8713,7451,10066
Stone County,Missouri,29209,7314,5341,9866
Sullivan County,Missouri,29211,1377,965,1864
Taney County,Missouri,29213,12240,9351,15640
Texas County,Missouri,29215,7460,5956,9070
Vernon County,Missouri,29217,4461,2993,5923
Warren County,Missouri,29219,8072,6182,10136
Washington County,Missouri,29221,5804,4091,7715
Wayne County,Missouri,29223,3400,2561,4379
Webster County,Missouri,29225,9109,6545,12075
Worth County,Missouri,29227,483,326,671
Wright County,Missouri,29229,3888,2785,5045
Beaverhead County,Montana,30001,1982,1522,2514
Big Horn County,Montana,30003,3353,2940,3785
Blaine County,Montana,30005,1783,1581,1998
Broadwater County,Montana,30007,1351,921,1839
Carbon County,Montana,30009,2072,1606,2591
Carter County,Montana,30011,225,146,313
Cascade County,Montana,30013,19120,17412,20834
Chouteau County,Montana,30015,1349,999,1688
Custer County,Montana,30017,2619,2163,3115
Daniels County,Montana,30019,357,248,482
Dawson County,Montana,30021,2533,2151,2904
Deer Lodge County,Montana,30023,1937,1394,2536
Fallon County,Montana,30025,826,646,1010
Fergus County,Montana,30027,2902,2367,3458
Flathead County,Montana,30029,18993,16783,21447
Gallatin County,Montana,30031,15796,13404,18479
Garfield County,Montana,30033,363,272,462
Glacier County,Montana,30035,3429,3086,3777
Golden Valley County,Montana,30037,161,100,234
Granite County,Montana,30039,699,456,964
Hill County,Montana,30041,4491,4129,4844
Jefferson County,Montana,30043,2461,1918,3065
Judith Basin County,Montana,30045,547,403,696
Lake County,Montana,30047,6850,6199,7527
Lewis And Clark County,Montana,30049,13996,12227,15876
Liberty County,Montana,30051,686,501,903
Lincoln County,Montana,30053,4157,3502,4843
Madison County,Montana,30057,1597,1228,2007
Mccone County,Montana,30055,411,296,531
Meagher County,Montana,30059,420,288,559
Mineral County,Montana,30061,1049,758,1366
Missoula County,Montana,30063,19603,17290,22173
Musselshell County,Montana,30065,1151,877,1462
Park County,Montana,30067,2761,2180,3384
Petroleum County,Montana,30069,92,50,146
Phillips County,Montana,30071,1113,909,1313
Pondera County,Montana,30073,1427,1154,1728
Powder River County,Montana,30075,327,225,449
Powell County,Montana,30077,1537,1103,2025
Prairie County,Montana,30079,258,169,353
Ravalli County,Montana,30081,9554,7990,11319
Richland County,Montana,30083,2766,2334,3191
Roosevelt County,Montana,30085,2779,2490,3118
Rosebud County,Montana,30087,2144,1854,2460
Sanders County,Montana,30089,2370,1880,2878
Sheridan County,Montana,30091,972,769,1187
Silver Bow County,Montana,30093,7250,5911,8635
Stillwater County,Montana,30095,2086,1662,2580
Sweet Grass County,Montana,30097,783,565,1021
Teton County,Montana,30099,1183,922,1461
Toole County,Montana,30101,1156,851,1476
Treasure County,Montana,30103,168,104,240
Valley County,Montana,30105,1879,1592,2186
Wheatland County,Montana,30107,499,353,665
Wibaux County,Montana,30109,239,162,324
Yellowstone County,Montana,30111,33313,30455,36288
Adams County,Nebraska,31001,8604,7926,9269
Antelope County,Nebraska,31003,1616,1363,1847
Arthur County,Nebraska,31005,104,70,141
Banner County,Nebraska,31007,167,117,231
Blaine County,Nebraska,31009,126,90,167
Boone County,Nebraska,31011,1433,1213,1664
Box Butte County,Nebraska,31013,2738,2403,3104
Boyd County,Nebraska,31015,549,433,667
Brown County,Nebraska,31017,931,762,1088
Buffalo County,Nebraska,31019,11712,10646,12797
Burt County,Nebraska,31021,1834,1593,2075
Butler County,Nebraska,31023,1936,1659,2238
Cass County,Nebraska,31025,8260,7677,8861
Cedar County,Nebraska,31027,2333,2093,2553
Chase County,Nebraska,31029,1021,858,1209
Cherry County,Nebraska,31031,1310,1114,1522
Cheyenne County,Nebraska,31033,2371,2025,2739
Clay County,Nebraska,31035,1760,1512,2007
Colfax County,Nebraska,31037,2701,2300,3107
Cuming County,Nebraska,31039,2582,2281,2897
Custer County,Nebraska,31041,2993,2677,3314
Dakota County,Nebraska,31043,5172,4709,5643
Dawes County,Nebraska,31045,1905,1564,2253
Dawson County,Nebraska,31047,5664,4959,6390
Deuel County,Nebraska,31049,444,320,577
Dixon County,Nebraska,31051,1467,1274,1672
Dodge County,Nebraska,31053,9345,8484,10195
Douglas County,Nebraska,31055,125966,120611,131477
Dundy County,Nebraska,31057,490,388,598
Fillmore County,Nebraska,31059,1568,1301,1845
Franklin County,Nebraska,31061,835,641,1026
Frontier County,Nebraska,31063,771,615,928
Furnas County,Nebraska,31065,1320,1116,1528
Gage County,Nebraska,31067,6228,5679,6829
Garden County,Nebraska,31069,378,267,509
Garfield County,Nebraska,31071,476,365,604
Gosper County,Nebraska,31073,396,269,533
Grant County,Nebraska,31075,159,115,206
Greeley County,Nebraska,31077,713,588,836
Hall County,Nebraska,31079,16083,14784,17402
Hamilton County,Nebraska,31081,2198,1880,2540
Harlan County,Nebraska,31083,785,608,974
Hayes County,Nebraska,31085,194,139,258
Hitchcock County,Nebraska,31087,831,676,996
Holt County,Nebraska,31089,2512,2233,2823
Hooker County,Nebraska,31091,140,95,189
Howard County,Nebraska,31093,1872,1616,2126
Jefferson County,Nebraska,31095,1961,1684,2270
Johnson County,Nebraska,31097,1397,1149,1659
Kearney County,Nebraska,31099,1723,1407,2034
Keith County,Nebraska,31101,2036,1759,2333
Keya Paha County,Nebraska,31103,171,120,226
Kimball County,Nebraska,31105,1083,888,1297
Knox County,Nebraska,31107,2138,1897,2382
Lancaster County,Nebraska,31109,68584,65258,71769
Lincoln County,Nebraska,31111,10586,9884,11336
Logan County,Nebraska,31113,196,147,250
Loup County,Nebraska,31115,149,102,199
Madison County,Nebraska,31119,8371,7625,9150
Mcpherson County,Nebraska,31117,79,47,117
Merrick County,Nebraska,31121,2454,2067,2832
Morrill County,Nebraska,31123,1284,1069,1520
Nance County,Nebraska,31125,975,793,1169
Nemaha County,Nebraska,31127,1847,1603,2107
Nuckolls County,Nebraska,31129,1166,982,1359
Otoe County,Nebraska,31131,4616,4180,5045
Pawnee County,Nebraska,31133,712,570,871
Perkins County,Nebraska,31135,496,372,637
Phelps County,Nebraska,31137,2520,2114,2952
Pierce County,Nebraska,31139,1656,1392,1905
Platte County,Nebraska,31141,8513,7767,9313
Polk County,Nebraska,31143,1370,1145,1608
Red Willow County,Nebraska,31145,2627,2261,2984
Richardson County,Nebraska,31147,2319,2034,2607
Rock County,Nebraska,31149,424,334,522
Saline County,Nebraska,31151,3758,3259,4271
Sarpy County,Nebraska,31153,43683,40613,47104
Saunders County,Nebraska,31155,5669,5017,6346
Scotts Bluff County,Nebraska,31157,9044,8301,9750
Seward County,Nebraska,31159,4203,3712,4703
Sheridan County,Nebraska,31161,1148,966,1342
Sherman County,Nebraska,31163,836,680,998
Sioux County,Nebraska,31165,204,138,279
Stanton County,Nebraska,31167,1458,1185,1751
Thayer County,Nebraska,31169,1221,1001,1434
Thomas County,Nebraska,31171,144,96,196
Thurston County,Nebraska,31173,2078,1873,2293
Valley County,Nebraska,31175,1011,831,1189
Washington County,Nebraska,31177,4890,4268,5508
Wayne County,Nebraska,31179,2475,2214,2745
Webster County,Nebraska,31181,918,750,1088
Wheeler County,Nebraska,31183,161,110,216
York County,Nebraska,31185,4059,3659,4464
Carson City,Nevada,32510,13060,11424,14828
Churchill County,Nevada,32001,5765,4870,6721
Clark County,Nevada,32003,442720,417157,469025
Douglas County,Nevada,32005,9965,8390,11669
Elko County,Nevada,32007,10419,8981,11957
Esmeralda County,Nevada,32009,165,92,263
Eureka County,Nevada,32011,353,210,509
Humboldt County,Nevada,32013,3786,3037,4582
Lander County,Nevada,32015,1218,821,1672
Lincoln County,Nevada,32017,1097,711,1488
Lyon County,Nevada,32019,13570,11903,15222
Mineral County,Nevada,32021,1350,926,1778
Nye County,Nevada,32023,11998,10354,13809
Pershing County,Nevada,32027,2079,1466,2671
Storey County,Nevada,32029,950,611,1335
Washoe County,Nevada,32031,82154,77093,87440
White Pine County,Nevada,32033,2315,1691,2947
Belknap County,New Hampshire,33001,13535,12028,15059
Carroll County,New Hampshire,33003,11151,10141,12112
Cheshire County,New Hampshire,33005,18829,17269,20443
Coos County,New Hampshire,33007,9469,8660,10244
Grafton County,New Hampshire,33009,17530,15525,19543
Hillsborough County,New Hampshire,33011,90583,85735,95327
Merrimack County,New Hampshire,33013,32389,29850,34909
Rockingham County,New Hampshire,33015,65325,60894,70017
Strafford County,New Hampshire,33017,31226,28779,33844
Sullivan County,New Hampshire,33019,11187,10187,12264
Atlantic County,New Jersey,34001,65846,59622,72410
Bergen County,New Jersey,34003,156620,137945,176012
Burlington County,New Jersey,34005,102337,92306,112936
Camden County,New Jersey,34007,123104,112331,133530
Cape May County,New Jersey,34009,21223,19062,23624
Cumberland County,New Jersey,34011,40994,37284,44829
Essex County,New Jersey,34013,172172,159485,185676
Gloucester County,New Jersey,34015,72155,64787,79453
Hudson County,New Jersey,34017,125451,110970,141082
Hunterdon County,New Jersey,34019,21645,18866,24595
Mercer County,New Jersey,34021,75972,67980,84212
Middlesex County,New Jersey,34023,160075,142536,176687
Monmouth County,New Jersey,34025,130564,115120,145263
Morris County,New Jersey,34027,83491,72633,93615
Ocean County,New Jersey,34029,124913,111547,137912
